Spectrum,Observed,Rel.,Acc.
N V,1619.69,305000.0,
O II,1632.681,50.0,
O II,1636.249,80.0,
O II,1637.824,80.0,
O II,1639.767,1000.0,
O II,1639.891,1000.0,
O II,1640.517,1020.0,
Na II,1621.94,1020.0,
Na II,1622.347,1020.0,
Na II,1626.372,2000.0,
Na II,1630.579,10.0,
Na II,1634.057,1050.0,
Na II,1635.194,2000.0,
Na II,1635.948,1000.0,
Na II,1637.293,1000.0,
Na II,1639.26,1020.0,
Mg I,1622.363,0.0,
Mg I,1622.395,0.0,
Mg I,1622.423,0.0,
Mg I,1622.458,0.0,
Mg I,1622.496,0.0,
Mg I,1622.534,0.0,
Mg I,1622.571,0.0,
Mg I,1622.614,0.0,
Mg I,1622.661,0.0,
Mg I,1622.706,0.0,
Mg I,1622.758,0.0,
Mg I,1622.812,0.0,
Mg I,1622.87,0.0,
Mg I,1622.932,0.0,
Mg I,1622.997,0.0,
Mg I,1623.069,0.0,
Mg I,1623.143,0.0,
Mg I,1623.225,0.0,
Mg I,1623.312,0.0,
Mg I,1623.406,0.0,
Mg I,1623.508,0.0,
Mg I,1623.619,0.0,
Mg I,1623.737,0.0,
Mg I,1623.868,0.0,
Mg I,1624.01,0.0,
Mg IV,1624.136,60.0,B+
Mg I,1624.165,0.0,
Mg I,1624.334,0.0,
Mg I,1624.52,0.0,
Mg I,1624.727,0.0,
Mg I,1624.953,0.0,
Mg I,1625.204,0.0,
Mg I,1625.485,0.0,
Mg I,1625.798,0.0,
Mg III,1626.093,20.0,C
Mg I,1626.151,0.0,
Mg I,1626.36,0.0,
Mg I,1626.549,0.0,
Mg I,1626.79,0.0,
Mg I,1627.0,0.0,
Mg I,1627.27,0.0,
Mg I,1627.514,0.0,
Mg I,1627.82,0.0,
Mg I,1628.104,0.0,
Mg I,1628.46,0.0,
Mg I,1628.786,0.0,
Mg I,1629.21,0.0,
Mg I,1629.579,0.0,
Mg I,1630.509,0.0,
Mg I,1631.609,0.0,
Mg I,1632.924,0.0,
Mg I,1634.515,0.0,
Mg III,1635.946,20.0,C+
Mg I,1636.465,0.0,
Mg IV,1638.522,40.0,B
Mg I,1638.89,0.0,
Mg IV,1640.892,90.0,B
Mg I,1641.957,0.0,
Mg III,1642.826,50.0,B
Si I,1622.87,100000.0,
Si I,1625.71,3000.0,E
Si I,1629.43,300000.0,C
Si I,1629.92,200000.0,
Si I,1631.13,7050.0,
Si I,1633.98,5000.0,
Si IV,1634.61,10.0,
S IV,1620.966,40.0,D+
S IV,1623.588,20.0,B
S IV,1623.946,1000.0,B+
S IV,1624.814,10.0,
S IV,1629.143,90.0,B+
S IV,1629.78,20.0,D+
S IV,1630.692,10.0,D
S IV,1631.073,10.0,
