Spectrum,Observed,Rel.,Acc.
Fe II,1452.922,500000.0,
Fe V,1452.967,204000.0,C
Fe II,1453.611,500000.0,
Fe V,1453.618,10200000.0,C+
Fe II,1453.709,800000.0,
Fe II,1453.873,400000.0,
Fe II,1453.873,400000.0,
Fe III,1453.906,400000.0,
Fe II,1453.944,800000.0,
Fe III,1454.149,400000.0,
Fe V,1454.243,305000.0,C
Fe II,1454.311,40000000.0,
Fe II,1454.311,40000000.0,D+
Fe III,1454.434,400000.0,
Fe V,1454.471,90.0,C
Fe V,1454.701,10200000.0,C
Fe II,1454.838,30200000.0,D
Fe II,1455.038,500000.0,
Fe II,1455.189,20500000.0,D
Fe III,1455.193,10300000.0,D
Fe II,1455.23,10300000.0,
Fe V,1455.559,10800000.0,C+
Fe V,1455.707,205000.0,
Fe II,1455.892,10900000.0,
Fe II,1456.07,500000.0,
Fe III,1456.08,400000.0,
Fe V,1456.161,40400000.0,C
Fe III,1456.195,400000.0,
Fe V,1456.285,801000.0,C
Fe III,1456.428,504000.0,
Fe II,1456.471,40000000.0,D+
Fe III,1456.573,10800000.0,
Fe II,1456.802,10200000.0,
Fe III,1457.198,400000.0,
Fe II,1457.432,400000.0,
Fe V,1457.727,10300000.0,C
Fe II,1457.763,700000.0,
