Spectrum,Observed,Rel.,Acc.
C I,1450.07,30500000.0,
C I,1451.445,70000000.0,
C I,1452.325,3050000000.0,
C I,1453.348,1040000000.0,
C I,1454.599,70100000.0,
C I,1456.149,5040000000.0,
C I,1457.488,203000000000.0,
C I,1458.064,2050000000.0,
O II,1435.943,80.0,C
O II,1439.233,80.0,C
Na II,1435.054,1000.0,
Na II,1435.776,1000.0,
Na III,1440.775,70.0,D
Na II,1442.907,3000.0,
Na III,1444.194,0.0,D+
Na III,1445.731,70.0,D
Na III,1447.85,20.0,D
Na III,1448.73,30.0,D
Na III,1449.311,20.0,D+
Na VI,1449.628,4000.0,
Na III,1452.911,80.0,D
Na II,1454.976,1050.0,
Na II,1455.969,1020.0,
Na IV,1456.943,70.0,B
Na III,1457.939,20.0,E
Mg IV,1434.866,1030.0,B+
Mg III,1435.55,70.0,C
Mg IV,1437.51,1050.0,B+
Mg IV,1437.61,1070.0,B+
Mg IV,1437.76,80.0,C+
Mg IV,1438.244,1050.0,
Mg III,1439.77,20.0,D+
Mg III,1443.738,80.0,C+
Mg III,1446.254,70.0,C
Mg III,1447.26,60.0,C+
Mg IV,1447.395,1040.0,B+
Mg IV,1448.217,80.0,
Mg IV,1448.456,80.0,B+
Mg IV,1451.457,20.0,C+
Mg IV,1454.171,50.0,B
Mg IV,1457.212,1000.0,B+
Si III,1435.77,80.0,D+
Si III,1436.17,70.0,C+
Si III,1441.73,50.0,
Si III,1447.2,60.0,
Si III,1457.25,50.0,C
S IV,1435.445,70.0,D
S I,1436.9675,20000000.0,C
S I,1439.8165,10.0,D
S IV,1442.977,40.0,D
S I,1444.2967,200000.0,D+
S IV,1445.141,60.0,D
S II,1446.481,10.0,
S IV,1446.767,50.0,D
S IV,1446.767,50.0,D
S I,1448.229,20000000.0,D+
S IV,1448.71,40.0,D
S IV,1450.886,30.0,D
Cl II,1441.47,500000.0,
Ca III,1453.157,40900000.0,C
Fe II,1434.131,20900000.0,
Fe II,1434.131,20900000.0,
Fe II,1434.163,20900000.0,
Fe II,1434.221,10200000.0,
Fe III,1434.227,908000.0,
Fe II,1434.445,900000.0,
Fe II,1434.55,500000.0,
Fe II,1434.667,30000000.0,
Fe II,1434.742,10300000.0,
Fe II,1434.742,10300000.0,
Fe II,1434.995,60000000.0,D
Fe V,1435.046,709000.0,C
Fe II,1435.476,20100000.0,
Fe II,1435.847,50000000.0,D
Fe III,1435.896,908000.0,
Fe II,1436.01,800000.0,
Fe II,1436.045,10600000.0,
Fe II,1436.074,40000000.0,
Fe II,1436.439,50000000.0,D
Fe II,1436.439,50000000.0,
Fe II,1436.558,600000.0,
Fe II,1436.587,700000.0,
Fe II,1436.587,700000.0,
Fe II,1437.459,20900000.0,
Fe II,1437.481,20000000.0,
Fe II,1437.547,20000000.0,
Fe II,1438.132,50000000.0,
Fe II,1438.132,50000000.0,D+
Fe II,1438.444,50000000.0,D
Fe II,1438.503,30200000.0,
Fe II,1438.503,30200000.0,
Fe II,1438.543,700000.0,
Fe II,1438.656,900000.0,
Fe V,1438.796,505000.0,C
Fe II,1438.81,70000000.0,
Fe V,1439.052,701000.0,C+
Fe II,1439.11,900000.0,
Fe II,1439.277,20700000.0,
Fe II,1439.424,50000000.0,D+
Fe II,1439.599,40000000.0,D
Fe II,1440.522,40000000.0,D
Fe V,1440.528,50000000.0,B
Fe II,1440.775,50000000.0,
Fe V,1440.792,10600000.0,C
Fe II,1440.91,40000000.0,
Fe V,1441.049,10400000.0,C
Fe II,1441.117,50000000.0,D+
Fe II,1441.574,50000000.0,D+
Fe II,1441.574,50000000.0,
Fe II,1441.726,40000000.0,D
Fe II,1442.104,50000000.0,D
Fe V,1442.221,20000000.0,B
Fe II,1442.277,50000000.0,D
Fe II,1442.358,30200000.0,
Fe II,1442.431,50000000.0,D+
Fe III,1442.627,10300000.0,
Fe III,1442.627,10300000.0,
Fe II,1442.746,50000000.0,D
Fe II,1442.877,50000000.0,
Fe II,1443.03,40000000.0,D
Fe III,1443.032,504000.0,
Fe II,1443.125,209000.0,
Fe V,1443.163,408000.0,C
Fe III,1443.304,504000.0,
Fe II,1443.475,40000000.0,
Fe II,1443.735,40000000.0,D+
Fe II,1444.193,30000000.0,
Fe II,1444.522,400000.0,
Fe II,1444.981,50000000.0,
Fe II,1445.025,800000.0,
Fe II,1445.124,208000.0,
Fe II,1445.184,400000.0,
Fe II,1445.398,40000000.0,D
Fe V,1445.686,701000.0,C
Fe II,1445.865,302000.0,
Fe V,1445.91,801000.0,C
Fe V,1445.91,801000.0,C+
Fe III,1446.11,504000.0,
Fe V,1446.285,400000.0,C
Fe III,1446.491,40400000.0,
Fe II,1446.501,40000000.0,
Fe V,1446.618,40200000.0,
Fe II,1446.618,400000.0,
Fe V,1446.618,40200000.0,B
Fe II,1447.272,40000000.0,
Fe II,1447.5,20100000.0,
Fe II,1447.613,800000.0,
Fe V,1447.709,500000.0,C
Fe II,1448.195,900000.0,
Fe II,1448.397,50000000.0,D+
Fe V,1448.494,10300000.0,C
Fe II,1448.527,600000.0,
Fe V,1448.846,40400000.0,C+
Fe II,1449.43,10700000.0,D
Fe V,1449.757,305000.0,C
Fe V,1449.928,10700000.0,B
Fe II,1450.022,40000000.0,D
Fe II,1450.116,20700000.0,
Fe II,1450.339,20000000.0,
Fe II,1450.339,20000000.0,
Fe III,1450.421,400000.0,D
Fe II,1450.84,20800000.0,
Fe II,1450.863,20000000.0,
Fe II,1451.102,10000000.0,
Fe V,1451.103,504000.0,C
Fe V,1451.264,208000.0,C
Fe III,1451.27,0.0,D+
Fe III,1451.27,0.0,D+
Fe II,1451.312,20000000.0,
Fe III,1451.461,400000.0,
Fe II,1451.614,600000.0,
Fe II,1451.99,40000000.0,D+
Fe V,1452.252,5000.0,C
Fe V,1452.252,5000.0,D+
Fe II,1452.341,10600000.0,
Fe III,1452.352,400000.0,
Fe II,1452.402,202000.0,
Fe II,1452.402,202000.0,
Fe II,1452.493,204000.0,
