NIST peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1172.4003,1174.2914641994755,2.903946812998597,1172,?,0.0
1214.3097,1215.069818107356,3.003831117680823,1214,?,0.0
1239.4553,1239.7134060439473,3.5937344059141307,1239,?,0.0
1547.9083,1549.2722497746863,2.603890478313164,1548,?,0.0
1816.1284,1816.6732989445502,3.746693724416112,1816,?,0.0
