Spectrum,Observed,Rel.,Acc.
C I,1241.293,2060000000.0,
C I,1241.446,2060000000.0,
C I,1241.615,2060000000.0,
N V,1238.821,10000000.0,A
Na II,1242.048,1050.0,
Mg IV,1235.873,1000.0,B
Mg IV,1236.936,1010.0,B
Mg III,1239.827,20.0,C
Mg II,1239.936,2050.0,C
Mg II,1240.399,2000.0,C
Si III,1235.43,70.0,B
Si II,1235.92,1000.0,
S I,1233.132,10.0,
S II,1233.44,40.0,E
S I,1233.922,50.0,
S II,1234.157,60.0,D
S I,1235.624,2000.0,
S II,1236.261,20.0,
S I,1236.632,70.0,
S I,1238.34,1000.0,
S II,1238.648,20.0,
S II,1238.999,10.0,
S I,1239.33,0.0,
S I,1241.905,200000.0,D+
S I,1242.03,0.0,
Ca III,1234.4,106000.0,C
Ca III,1236.114,100000.0,
Ca III,1239.863,201000.0,
Ca III,1239.976,600000.0,C
Fe II,1233.231,20200000.0,
Fe III,1233.513,904000.0,
Fe II,1233.591,20400000.0,
Fe II,1233.658,50000000.0,D+
Fe II,1233.841,700000.0,
Fe II,1234.016,700000.0,
Fe III,1234.056,700000.0,
Fe II,1234.338,500000.0,
Fe II,1234.338,500000.0,
Fe II,1234.385,50000000.0,
Fe V,1234.648,10000000.0,C
Fe II,1234.739,20200000.0,
Fe III,1235.081,609000.0,
Fe II,1235.225,600000.0,
Fe II,1235.602,10200000.0,
Fe II,1235.709,10200000.0,
Fe II,1236.462,20000000.0,D
Fe II,1236.964,20400000.0,
Fe III,1237.114,20300000.0,
Fe V,1237.221,105000.0,
Fe II,1237.393,20100000.0,
Fe II,1237.543,20300000.0,
Fe II,1237.569,10200000.0,
Fe II,1237.823,400000.0,
Fe II,1238.17,20000000.0,
Fe II,1238.255,50000000.0,D+
Fe II,1238.737,500000.0,
Fe II,1238.737,500000.0,
Fe II,1239.255,30500000.0,D
Fe VII,1239.688,204000.0,C+
Fe II,1239.868,50000000.0,E
Fe II,1240.038,30100000.0,
Fe II,1240.243,600000.0,
Fe II,1240.531,10200000.0,D
Fe II,1240.531,10200000.0,
Fe II,1241.091,10100000.0,
Fe II,1241.923,50000000.0,E
Fe II,1242.052,900000.0,
