Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1214.3942,1214.3942,0.0,1214,?,0.0
1301.5719,1301.5719,0.0,1302,?,0.0
1640.2235,1640.2235,0.0,1640,?,0.0
1656.9885,1656.9885,0.0,1657,?,0.0
1814.5789,1814.5789,0.0,1815,?,0.0
