Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1215.9861,1215.9861,0.0,1216,?,0.0
1306.5103,1306.5103,0.0,1307,?,0.0
1790.9828,1792.3674,0.0,1792,?,0.0
