Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1214.2766,1214.2766,0.0,1214,?,0.0
1281.3298,1281.3298,0.0,1281,?,0.0
1749.0262,1749.0262,0.0,1749,?,0.0
