Spectrum,Observed,Rel.,Acc.
O II,1960.265,1000.0,C
O II,1962.21,1050.0,C
O II,1963.793,1020.0,C
O II,1964.269,1000.0,C
Na III,1960.0,1020.0,
Na IV,1960.76,1020.0,B+
Na IV,1965.078,1010.0,B+
Na IV,1967.601,1000.0,B+
Na II,1967.634,9000.0,
Na III,1968.23,40.0,
Na IV,1968.441,90.0,B+
Na III,1970.221,20.0,
Na III,1970.986,10.0,C+
Na IV,1970.986,40.0,C+
Na IV,1972.223,90.0,B+
Na III,1972.78,70.0,
Na III,1972.78,70.0,
Na III,1973.86,10.0,
Na III,1974.15,80.0,B+
Na IV,1975.148,70.0,B
Na III,1975.617,30.0,
Na III,1976.7,80.0,
Na III,1977.161,1000.0,B+
Mg III,1962.145,30.0,B
Mg III,1971.514,20.0,B
Mg III,1974.737,40.0,
Mg III,1977.554,80.0,B
Mg III,1979.327,90.0,B+
Mg III,1979.43,0.0,C
S II,1959.094,10.0,
S II,1964.339,10.0,
S IV,1964.542,1000.0,B
S II,1967.687,70.0,
S IV,1968.14,50.0,C+
S II,1970.878,1010.0,D+
S VI,1975.206,5000.0,AA
S II,1976.535,80.0,
S II,1977.739,10.0,
S II,1981.662,1000.0,D+
Ca III,1958.971,10100000.0,C
Ca III,1964.614,20600000.0,B
Ca III,1967.936,20600000.0,B
Ca III,1971.992,304000.0,
Ca III,1972.823,10900000.0,B
Ca III,1977.013,10100000.0,B
Ca III,1978.551,10100000.0,B
Ca III,1981.192,10400000.0,B
Fe I,1958.569,6050.0,
Fe III,1958.59,200000000000.0,C
Fe I,1958.6085,105080.0,
Fe I,1958.733,5040.0,
Fe III,1958.746,8000000000.0,C
Fe III,1959.027,5090000000.0,C
Fe III,1959.141,30000000.0,D
Fe III,1959.336,105000000000.0,C
Fe III,1959.499,1030000000.0,
Fe III,1959.735,70300000.0,D
Fe III,1960.049,20200000.0,
Fe I,1960.1439,602000.0,
Fe III,1960.157,4040000000.0,D
Fe III,1960.325,10500000000000.0,B
Fe I,1960.621,0.0,
Fe III,1961.009,6000000000.0,C+
Fe I,1961.0463,2090.0,
Fe III,1961.237,8000000000.0,D+
Fe I,1961.2457,206030.0,
Fe III,1961.456,3030000000.0,D+
Fe III,1961.725,3030000000.0,
Fe I,1962.0252,8030.0,
Fe I,1962.1107,403070.0,
Fe III,1962.278,1080000000.0,D
Fe II,1962.27911,50000000.0,E
Fe II,1962.5987,800000.0,
Fe III,1962.722,6000000000.0,D+
Fe I,1962.7332,3030.0,
Fe I,1962.8835,8030.0,
Fe III,1962.956,4040000000.0,C+
Fe I,1963.1042,2060.0,
Fe I,1963.1217,101020.0,
Fe III,1963.195,2040000000.0,D
Fe III,1963.464,3030000000.0,
Fe I,1963.6336,4040.0,
Fe III,1963.745,40000000.0,
Fe II,1963.9521,10800000.0,
Fe I,1964.055,8070.0,
Fe III,1964.063,3030000000.0,C
Fe III,1964.175,6000000000.0,C+
Fe III,1964.283,6000000000.0,C
Fe III,1964.283,6000000000.0,D+
Fe III,1964.283,6000000000.0,
Fe II,1964.34449,10900000.0,
Fe III,1964.388,1080000000.0,D
Fe III,1964.784,6000000000.0,C+
Fe I,1965.076,0.0,
Fe III,1965.317,8010000000.0,C+
Fe III,1966.078,6000000000.0,C+
Fe III,1966.209,4040000000.0,
Fe II,1966.213,600000.0,D+
Fe I,1966.58,0.0,
Fe III,1966.749,200000000000.0,D+
Fe I,1967.127,10.0,
Fe II,1967.2087,207000.0,
Fe III,1967.354,4040000000.0,B
Fe III,1967.752,10600000.0,
Fe III,1967.876,30000000.0,
Fe II,1967.9025,200000.0,
Fe II,1968.0427,20700000.0,D
Fe III,1968.529,1080000000.0,D
Fe III,1968.624,200000000000.0,D+
Fe II,1968.69192,40000000.0,
Fe II,1968.74642,40000000.0,E
Fe II,1969.2483,700000.0,
Fe III,1969.731,70300000.0,D
Fe III,1970.226,1080000000.0,
Fe II,1970.3325,800000.0,D+
Fe II,1970.665,20300000.0,D
Fe I,1970.76,0.0,
Fe III,1970.835,40000000.0,
Fe III,1971.324,90900000.0,
Fe III,1971.324,90900000.0,
Fe III,1971.456,1030000000.0,
Fe II,1971.6297,10100000.0,
Fe II,1971.96365,20300000.0,
Fe II,1972.2116,600000.0,
Fe III,1972.253,3030000000.0,D+
Fe II,1972.4426,20700000.0,D
Fe III,1972.491,70300000.0,D
Fe III,1972.491,70300000.0,
Fe II,1972.639,200000.0,
Fe III,1972.642,3030000000.0,D+
Fe II,1973.149,700000.0,
Fe III,1973.58,1080000000.0,D
Fe III,1973.58,1080000000.0,D
Fe I,1973.9162,1040.0,
Fe I,1974.056,0.0,
Fe II,1974.076,20200000.0,
Fe II,1974.1591,900000.0,D+
Fe II,1974.8326,400000.0,
Fe I,1975.177,10.0,
Fe II,1975.5472,40000000.0,D+
Fe II,1975.778,20400000.0,
Fe III,1976.137,105000000000.0,C
Fe III,1976.137,105000000000.0,D
Fe I,1976.19,0.0,
Fe III,1976.515,10600000.0,D
Fe II,1976.545,10700000.0,
Fe III,1976.831,40000000.0,
Fe II,1976.894,400000.0,
Fe III,1977.231,10200000.0,D
Fe III,1977.337,40000000.0,
Fe III,1977.337,40000000.0,D
Fe III,1977.555,10600000.0,
Fe III,1978.417,101000000000.0,D+
Fe II,1978.5111,900000.0,D+
Fe III,1978.63,3030000000.0,D+
Fe II,1978.632,500000.0,
Fe II,1978.918,10300000.0,
Fe III,1979.007,3030000000.0,D+
Fe III,1979.462,50400000.0,
Fe II,1979.7265,10400000.0,
Fe I,1979.769,0.0,
Fe III,1979.804,50400000.0,
Fe II,1979.8777,209000.0,
Fe III,1980.395,4050000000.0,C
Fe I,1980.776,0.0,
Fe II,1980.943,204000.0,
Fe II,1981.158,304000.0,
Fe II,1981.394,500000.0,
Fe II,1982.0065,20700000.0,
Fe III,1982.084,207000000000.0,D+
