Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1215.8721,1215.8721,0.0,1216,?,0.0
1319.8003,1325.3379,0.0,1325,?,0.0
0.0,1696.0879,0.0,1696,?,False
