NIST peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1214.3224,1214.290899914398,2.3222790643065476,1214,?,0.0
1303.1711,1304.0512265429436,3.559334386439966,1303,?,0.0
1335.0226,1335.351854298851,2.0951732181853924,1335,?,0.0
1547.9246,1548.6208636220824,3.0361267529566183,1548,?,0.0
