Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1214.24,1214.24,0.0,1214,?,0.0
1304.759,1304.759,0.0,1305,?,0.0
1336.6084,1336.6084,0.0,1337,?,0.0
1400.3069,1400.3069,0.0,1400,?,0.0
1549.4958,1549.4958,0.0,1549,?,0.0
1640.0148,1640.0148,0.0,1640,?,0.0
1656.7776,1658.1614,0.0,1658,?,0.0
0.0,1814.0414,0.0,1814,?,False
