Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1214.2852,1214.2852,0.0,1214,?,0.0
1304.8076,1304.8076,0.0,1305,?,0.0
1532.7902,1532.7902,0.0,1533,?,0.0
1661.8688,1664.634,0.0,1665,?,0.0
1695.3955,1698.1640000000002,0.0,1698,?,0.0
0.0,1812.7240000000002,0.0,1813,?,False
