Spectrum,Observed,Rel.,Acc.
Fe V,1504.329,207000.0,C
Fe V,1504.848,9020.0,C
Fe III,1504.936,30300000.0,
Fe II,1504.996,600000.0,
Fe II,1505.153,10900000.0,
Fe III,1505.166,407000000000.0,C
Fe II,1505.609,800000.0,
Fe II,1505.734,20000000.0,D
Fe II,1505.931,800000.0,D
Fe II,1506.536,10300000.0,
Fe II,1506.536,10300000.0,D+
Fe II,1506.786,10800000.0,D
Fe II,1506.903,80000000.0,D+
Fe II,1507.195,70000000.0,D
Fe III,1507.53,3060000000.0,C+
Fe III,1507.626,60100000.0,D
Fe II,1507.778,10200000.0,D+
Fe II,1507.871,10600000.0,
Fe II,1508.106,10400000.0,D
Fe V,1508.153,302000.0,C
Fe II,1508.221,10900000.0,D
Fe II,1508.275,10900000.0,D
Fe III,1508.4,401000.0,
Fe II,1508.466,10900000.0,D
Fe III,1508.749,20500000.0,
Fe III,1508.749,20500000.0,
Fe II,1508.855,800000.0,
Fe II,1508.874,10500000.0,
Fe II,1509.279,10600000.0,
Fe II,1509.279,10600000.0,
Fe II,1509.416,10300000.0,D
Fe II,1509.416,10300000.0,
Fe II,1509.416,10300000.0,
Fe V,1509.792,301000.0,C
Fe II,1510.013,10000000.0,
Fe II,1510.088,800000.0,
Fe II,1510.147,900000.0,
Fe II,1510.428,800000.0,D
Fe II,1510.474,108000.0,
Fe II,1510.6605,50000000.0,D+
Fe II,1510.802,10000000.0,D
Fe III,1511.133,3060000000.0,C
Fe III,1511.25,60100000.0,
Fe V,1511.429,207000.0,C
Fe II,1511.463,60000000.0,
Fe III,1511.58,0.0,D+
Fe III,1511.58,0.0,C
Fe III,1511.617,103000000000.0,C
Fe III,1511.617,103000000000.0,
Fe III,1511.617,103000000000.0,D+
Fe III,1511.618,1010000000.0,
Fe II,1511.638,800000.0,
Fe II,1511.8,700000.0,
Fe II,1512.057,80000000.0,D+
Fe II,1512.167,10400000.0,
Fe III,1512.192,3070000000.0,C+
Fe II,1512.22,50000000.0,
Fe II,1512.22,50000000.0,
Fe II,1512.239,20800000.0,D
Fe III,1512.262,1040000000.0,D+
Fe III,1512.346,5070000000.0,C+
Fe III,1512.346,5070000000.0,D+
Fe III,1512.83,1040000000.0,C
Fe III,1512.832,705000.0,
Fe II,1512.879,60000000.0,
Fe II,1512.879,60000000.0,
Fe III,1512.896,3060000000.0,D+
Fe II,1513.048,500000.0,
Fe II,1513.096,500000.0,
Fe II,1513.183,10100000.0,
Fe II,1513.321,70000000.0,D
Fe II,1513.468,10400000.0,
Fe III,1513.511,60100000.0,D
Fe III,1513.539,103000000000.0,C
Fe III,1513.539,103000000000.0,C+
Fe III,1513.59,80300000.0,D
Fe III,1513.59,80300000.0,D
Fe II,1514.375,80000000.0,D+
Fe II,1514.45,30300000.0,
Fe II,1514.45,30300000.0,
Fe III,1514.563,3060000000.0,C+
Fe III,1514.563,3060000000.0,C+
Fe II,1514.833,800000.0,D+
Fe V,1514.834,302000.0,C
Fe II,1514.859,10200000.0,
Fe V,1514.881,108000.0,
Fe III,1514.948,1040000000.0,D
Fe II,1515.116,30300000.0,
Fe II,1515.167,800000.0,
Fe II,1515.167,800000.0,
Fe II,1515.334,305000.0,
Fe III,1515.481,103000000000.0,C+
Fe V,1515.533,5030.0,D+
Fe III,1515.601,10400000.0,
Fe II,1515.887,60000000.0,D+
Fe II,1515.938,60000000.0,D+
Fe III,1516.222,5080000000.0,C+
Fe II,1516.569,900000.0,
Fe III,1516.591,1040000000.0,C
Fe II,1516.596,10500000.0,
Fe II,1516.767,10400000.0,
Fe III,1516.79,1090000000.0,D+
Fe V,1516.804,405000.0,C
Fe III,1517.029,10400000.0,
Fe II,1517.11,500000.0,
Fe II,1517.15,10800000.0,
Fe II,1517.216,10900000.0,
Fe II,1517.259,500000.0,
Fe III,1517.771,1050000000.0,D
Fe II,1518.452,20800000.0,
Fe II,1518.557,10900000.0,
Fe II,1518.6857,40000000.0,D+
Fe II,1518.83,700000.0,
Fe III,1518.842,104000000000.0,C+
Fe II,1519.14,800000.0,
Fe II,1519.414,40000000.0,D+
Fe II,1519.439,400000.0,
Fe II,1519.499,20900000.0,D
Fe V,1519.519,201000.0,D+
