Spectrum,Observed,Rel.,Acc.
C I,1510.671,104000000000.0,
C I,1510.981,608000000000.0,
C I,1511.908,108000000000.0,
C I,1513.15,208000000000.0,
O II,1502.838,1050.0,C+
O II,1503.045,1000.0,C+
O II,1504.121,1020.0,C+
O V,1506.72,106000.0,
Na II,1496.011,4000.0,
Na II,1497.731,4050.0,
Na II,1500.006,2050.0,
Na II,1501.427,3050.0,
Na II,1501.995,2050.0,
Na II,1502.661,3000.0,
Na IV,1502.85,0.0,B
Na II,1503.469,3050.0,
Na II,1506.407,8000.0,
Na II,1506.914,6000.0,
Na II,1507.869,3050.0,
Na IV,1508.754,80.0,B
Na II,1508.981,3000.0,
Na II,1510.518,3050.0,
Na II,1510.701,3050.0,
Na II,1511.04,4000.0,
Na II,1513.102,7000.0,
Na II,1513.487,5000.0,
Na II,1513.953,3050.0,
Na II,1514.241,3000.0,
Na II,1514.632,3000.0,
Na II,1515.229,3000.0,
Na II,1515.709,3000.0,
Na II,1516.219,2050.0,
Na II,1517.604,3000.0,
Na II,1518.042,3000.0,
Na II,1518.505,3050.0,
Na II,1518.664,3050.0,
Na II,1519.005,4000.0,
Mg IV,1495.985,60.0,B
Mg IV,1497.388,90.0,C+
Mg IV,1500.118,60.0,C+
Mg IV,1501.513,90.0,C+
Mg IV,1502.942,1000.0,C
Mg III,1506.826,30.0,C
Mg IV,1508.516,80.0,C
Mg IV,1508.821,1040.0,C+
Mg IV,1510.67,1040.0,B+
Mg IV,1517.596,50.0,
Si III,1500.24,1020.0,B+
Si III,1501.19,1000.0,B+
Si III,1501.87,90.0,B
Si III,1506.06,60.0,B
Si II,1509.1,100000.0,D+
Si II,1512.07,5000.0,D+
Si II,1513.57,3000.0,
Si II,1516.91,6000.0,
S I,1498.85,80.0,D+
S I,1498.942,20.0,D+
S V,1501.76,1080.0,A
S II,1511.037,10.0,
S II,1511.037,10.0,
S II,1511.216,10.0,
S II,1511.216,10.0,
S II,1513.892,10.0,
S II,1513.892,10.0,
Ca III,1496.884,40200000.0,C
Ca III,1506.876,30200000.0,C
Fe II,1495.56,700000.0,
Fe II,1495.56,700000.0,
Fe V,1495.616,306000.0,C
Fe II,1495.654,108000.0,
Fe II,1495.763,200000.0,
Fe V,1496.266,10200000.0,C
Fe II,1496.3,10300000.0,
Fe II,1496.354,600000.0,
Fe II,1496.399,700000.0,
Fe II,1496.527,80000000.0,D+
Fe II,1496.731,900000.0,
Fe III,1496.948,10800000.0,D
Fe II,1497.063,10900000.0,D
Fe II,1497.278,20000000.0,
Fe II,1497.31,600000.0,
Fe II,1498.031,900000.0,
Fe II,1498.15,100000.0,
Fe II,1498.285,80000000.0,D
Fe II,1498.559,103000.0,
Fe III,1498.696,10000000.0,
Fe III,1498.825,2010000000.0,C
Fe II,1498.945,205000.0,
Fe V,1499.233,4050.0,C
Fe II,1499.336,10200000.0,
Fe II,1499.526,700000.0,
Fe III,1499.802,10000000.0,
Fe II,1500.347,40000000.0,
Fe V,1500.581,109000.0,C
Fe II,1500.897,103000.0,
Fe III,1500.9,505000.0,
Fe II,1501.014,20100000.0,D
Fe II,1501.681,100000.0,
Fe II,1501.956,108000.0,
Fe II,1501.983,900000.0,
Fe III,1502.964,3050000000.0,C
Fe II,1503.008,203000.0,
Fe III,1503.667,10800000.0,
Fe III,1503.885,704000.0,
Fe III,1504.012,80200000.0,
Fe III,1504.185,505000.0,
Fe II,1504.274,80000000.0,D+
