Spectrum,Observed,Rel.,Acc.
C I,1930.9054,2e+21,A
N III,1919.77,105000.0,C+
N III,1920.65,300000.0,C+
N III,1920.84,105000.0,C+
N III,1921.3,200000.0,C+
O III,1920.04,106000.0,B
O III,1920.75,101000.0,
O III,1921.52,101000.0,
O III,1923.49,202000.0,
O III,1923.82,101000.0,
O III,1926.94,101000.0,
Na III,1919.93,40.0,
Na III,1922.58,30.0,
Na III,1923.963,1010.0,
Na III,1925.189,80.0,
Na III,1925.189,80.0,
Na III,1926.2,2000.0,
Na III,1926.259,1040.0,A
Na III,1926.711,50.0,
Na III,1927.237,1010.0,B+
Na III,1927.59,30.0,
Na III,1929.624,30.0,
Na III,1930.293,60.0,
Na III,1932.737,1020.0,A
Na III,1933.885,1030.0,B+
Na III,1934.335,30.0,
Na III,1936.815,60.0,
Na III,1937.03,30.0,
Na III,1938.41,40.0,
Na III,1938.637,60.0,C
Na III,1939.559,30.0,
Na III,1943.047,40.0,
Na III,1943.347,90.0,
Na III,1943.516,1000.0,
Mg III,1921.374,10.0,C
Mg III,1922.54,10.0,
Mg III,1922.788,0.0,
Mg III,1923.042,50.0,
Mg III,1923.896,1020.0,B+
Mg III,1924.479,60.0,
Mg IV,1925.742,1020.0,B+
Mg III,1928.198,10.0,
Mg III,1928.424,60.0,
Mg III,1928.811,20.0,
Mg III,1929.08,0.0,
Mg III,1930.374,30.0,C+
Mg III,1930.672,1030.0,B+
Mg III,1933.563,70.0,
Mg IV,1936.931,1000.0,B+
Mg III,1937.539,0.0,
Mg III,1937.843,1010.0,B
Mg III,1938.249,30.0,
Mg III,1938.936,30.0,B
Mg III,1941.5,40.0,C+
Mg III,1941.5,40.0,B
Mg III,1942.036,20.0,
Si II,1941.67,5000.0,
S II,1930.819,60.0,D
S II,1936.731,1000.0,D+
Ca III,1938.572,205000.0,
Ca III,1939.244,700000.0,
Ca III,1939.683,10200000.0,C
Ca III,1943.012,10600000.0,B
Fe II,1919.9152,500000.0,
Fe III,1920.192,5060000000.0,C
Fe III,1920.285,3010000000.0,C
Fe II,1920.61,500000.0,D
Fe III,1920.762,3010000000.0,D
Fe II,1920.9681,900000.0,E
Fe II,1921.002,206000.0,
Fe III,1921.13,3010000000.0,C
Fe III,1921.208,1070000000.0,D
Fe III,1921.277,1030000000.0,
Fe II,1921.4035,10300000.0,E
Fe II,1921.5719,400000.0,
Fe III,1921.572,1070000000.0,
Fe II,1921.7565,400000.0,D
Fe III,1921.996,2030000000.0,D
Fe III,1922.139,2030000000.0,D
Fe II,1922.273,103000.0,
Fe II,1922.689,30100000.0,
Fe II,1922.789,1000000000.0,
Fe III,1922.793,10500000000000.0,B
Fe III,1923.013,109000000000.0,C+
Fe III,1923.885,5060000000.0,
Fe III,1924.126,4020000000.0,C+
Fe I,1924.22,10.0,
Fe II,1924.445,303000.0,D
Fe II,1924.521,207000.0,
Fe II,1924.521,207000.0,
Fe III,1924.537,5070000000.0,C
Fe II,1924.573,302000.0,
Fe II,1924.573,302000.0,
Fe III,1925.117,10100000.0,
Fe II,1925.259,206000.0,
Fe III,1925.27,3010000000.0,D+
Fe III,1925.481,3010000000.0,D
Fe II,1925.559,20100000.0,
Fe III,1925.852,3010000000.0,D+
Fe II,1925.98463,2050000000.0,D+
Fe III,1926.043,7070000000.0,C
Fe III,1926.043,7070000000.0,D
Fe II,1926.22458,1070000000.0,
Fe III,1926.32,804000000000.0,C+
Fe II,1926.3414,500000.0,
Fe II,1926.443,0.0,E
Fe III,1926.667,20100000.0,
Fe III,1926.893,4020000000.0,B
Fe II,1926.9509,800000.0,D+
Fe III,1927.179,3010000000.0,D
Fe III,1927.325,1070000000.0,D
Fe III,1927.438,7070000000.0,C+
Fe III,1927.438,7070000000.0,
Fe I,1927.483,0.0,
Fe II,1927.603,303000.0,
Fe III,1927.896,20800000.0,D
Fe III,1928.09,3010000000.0,
Fe III,1928.179,4020000000.0,C
Fe III,1928.179,4020000000.0,B
Fe III,1928.268,5070000000.0,C
Fe III,1928.336,4020000000.0,D+
Fe III,1928.336,4020000000.0,D
Fe III,1928.48,1030000000.0,
Fe III,1928.645,4020000000.0,D+
Fe III,1928.84,3010000000.0,C
Fe III,1928.94,70000000.0,
Fe III,1929.008,1070000000.0,D+
Fe II,1929.077,205000.0,
Fe II,1929.1949,40000000.0,D
Fe III,1929.402,4020000000.0,D+
Fe III,1929.449,4020000000.0,C
Fe III,1929.449,4020000000.0,D+
Fe III,1929.635,4020000000.0,D
Fe III,1929.635,4020000000.0,C
Fe III,1929.944,3010000000.0,D+
Fe III,1929.944,3010000000.0,
Fe II,1930.129,207000.0,
Fe III,1930.19,2030000000.0,
Fe III,1930.395,305000000000.0,B
Fe III,1930.395,305000000000.0,D+
Fe II,1930.398,208000.0,
Fe I,1930.701,0.0,
Fe III,1930.907,4020000000.0,D
Fe III,1930.907,4020000000.0,C
Fe III,1931.202,90500000.0,
Fe III,1931.313,1030000000.0,D
Fe III,1931.313,1030000000.0,D+
Fe III,1931.511,206000000000.0,B
Fe III,1931.667,1030000000.0,
Fe II,1931.883,205000.0,
Fe II,1931.949,20200000.0,
Fe III,1932.467,3010000000.0,
Fe II,1932.4822,1020000000.0,D+
Fe III,1932.822,4030000000.0,D
Fe III,1932.822,4030000000.0,C
Fe III,1933.364,2030000000.0,
Fe III,1933.364,2030000000.0,D
Fe I,1933.757,0.0,
Fe II,1933.815,204000.0,
Fe III,1934.192,10200000.0,
Fe III,1934.242,70000000.0,D
Fe I,1934.535,300090.0,C+
Fe III,1934.883,70000000.0,
Fe II,1935.2961,1010000000.0,D+
Fe II,1935.449,20300000.0,
Fe II,1935.449,20300000.0,
