NIST peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1157.2874,1158.8315000723342,3.205022157962238,1157,?,0.0
1187.4623,1189.0522878209242,0.6608617731768246,1187,?,0.0
1236.0774,1235.5845532912672,0.7209829283817524,1236,?,0.0
1281.3397,1283.135344046374,2.90185071361788,1281,?,0.0
1308.162,1308.837623552413,3.1491891437190143,1308,?,0.0
1443.9492,1443.9266247368291,1.114186918149847,1444,?,0.0
1522.7393,1523.371417584058,2.3928911399507595,1523,?,0.0
1552.9142,1551.5230039912983,2.092903010196029,1553,?,0.0
1578.0599,1577.6554998923507,1.8451900033597337,1578,?,0.0
1635.057,1636.5992221751035,3.7415726106920495,1635,?,0.0
1666.9084,1666.600772326419,1.0940159267425629,1667,?,0.0
1737.3165,1737.3560932358455,1.2409592902433406,1737,?,0.0
1817.783,1818.382163674807,1.6383678895007747,1818,?,0.0
