Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1205.8398,1208.6134,0.0,1209,?,0.0
1220.9261,1219.5434,0.0,1220,?,0.0
1281.2714,1282.6534000000001,0.0,1283,?,0.0
