NIST peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1155.5554,1155.2940354838613,2.4104231391549527,1156,?,0.0
1214.2245,1215.736814219822,3.9262971172367873,1214,?,0.0
1287.9799,1289.5848804117265,2.7085368444592732,1288,?,0.0
1339.9438,1341.688330601594,1.434604303876415,1340,?,0.0
1371.7928,1372.827075490374,1.3926087101640268,1372,?,0.0
1386.8792,1387.5312917240076,0.9412981712434083,1387,?,0.0
1398.613,1400.7793480917892,1.2441299761929239,1399,?,0.0
1469.016,1470.0271458734576,3.0046450977037558,1469,?,0.0
1482.426,1482.5080008377777,2.6119262278447692,1482,?,0.0
1574.6202,1577.2148922235458,0.43728620745774527,1575,?,0.0
1593.0591,1595.4857430477257,3.9150130620787595,1593,?,0.0
1950.1024,1951.5453229602194,3.9713734179523077,1950,?,0.0
