Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1214.331,1214.331,0.0,1214,?,0.0
1370.2368,1368.8576,0.0,1369,?,0.0
1529.4955,1529.4955,0.0,1529,?,0.0
1792.6913,1791.3076,0.0,1791,?,0.0
1945.2443,1949.3976,0.0,1949,?,0.0
