Approx peak,Measured peak,Stddev,Peak label,Spectrum,Confident?
1214.2793,1214.2793,0.0,1214,?,0.0
1304.8013,1306.1784000000002,0.0,1306,?,0.0
1509.3142,1507.9284000000002,0.0,1508,?,0.0
1665.2133,1665.2133,0.0,1665,?,0.0
