Spectrum,Observed,Rel.,Acc.
C I,1467.406,70700000000000.0,A
C I,1467.673,3000000000.0,
C I,1467.877,10700000000000.0,D
C I,1468.41,80100000000000.0,D
C I,1469.111,200000000000.0,
C I,1470.094,80500000000000.0,A
C I,1470.45,302000000000.0,C+
C I,1472.231,50800000000000.0,A
C I,1473.242,500000000000.0,
C I,1473.476,2000000000.0,
C I,1474.748,301000000000.0,
C I,1480.998,8010000000.0,
C I,1481.114,602000000000.0,
C I,1481.449,406000000000.0,
C I,1481.7629,2050000000000000.0,B
C I,1482.729,404000000000.0,
O III,1476.89,106000.0,B
Na III,1468.0,10.0,D+
Na II,1470.916,1000.0,
Na II,1472.642,70.0,
Na II,1473.826,1020.0,
Na II,1474.687,1020.0,
Na II,1475.411,1050.0,
Na II,1475.53,1050.0,
Na II,1476.301,1000.0,
Na II,1476.673,1000.0,
Na II,1481.578,1050.0,
Na II,1483.57,1050.0,
Na II,1485.443,2000.0,
Na II,1485.987,2050.0,
Na II,1486.3,2050.0,
Na III,1487.438,50.0,E
Na II,1489.261,5000.0,
Mg III,1467.188,40.0,C
Mg IV,1468.868,40.0,
Mg IV,1470.777,1020.0,B
Mg IV,1472.963,1000.0,C+
Mg III,1474.898,20.0,
Mg II,1476.004,2000.0,B
Mg III,1477.416,10.0,
Mg II,1478.013,2050.0,B
Mg IV,1478.24,1050.0,B
Mg II,1480.89,2000.0,B+
Mg IV,1481.49,1060.0,B
Mg IV,1481.84,90.0,C
Mg III,1482.67,0.0,D+
Mg II,1482.902,3000.0,B+
Mg IV,1485.421,1010.0,C+
Mg III,1486.624,40.0,
Mg IV,1487.265,10.0,C
Mg IV,1490.433,1060.0,B
Si II,1474.65,1050.0,
Si II,1484.87,1050.0,
Si II,1485.02,9000.0,
Si II,1485.22,3000.0,
Si II,1485.51,100000.0,
S IV,1471.304,30.0,D
S I,1471.832,105000.0,D+
S I,1472.503,80.0,
S I,1473.9948,1000000000.0,C+
S I,1474.38,20000000.0,C
S I,1474.5715,600000.0,D+
S IV,1480.69,20.0,D
S IV,1482.189,10.0,D
S I,1483.039,70000000.0,C+
S I,1483.233,20000000.0,C
S I,1487.15,40000000.0,C
Ca III,1480.425,10800000.0,C
Ca III,1480.527,10800000.0,B
Ca III,1484.869,1010000000.0,B
Fe II,1467.21,206000.0,
Fe II,1467.21,206000.0,
Fe III,1467.381,10800000.0,
Fe II,1467.4,10800000.0,
Fe II,1467.494,20300000.0,
Fe II,1467.494,20300000.0,
Fe II,1467.697,10000000.0,
Fe III,1467.751,6030000000.0,C+
Fe II,1467.851,900000.0,
Fe III,1468.526,90900000.0,D+
Fe II,1468.609,30100000.0,D+
Fe II,1468.609,30100000.0,
Fe III,1468.819,10300000.0,
Fe V,1468.87,704000.0,D
Fe V,1468.911,903000.0,C
Fe III,1468.991,1010000000.0,D
Fe V,1469.0,20400000.0,B
Fe III,1469.131,504000.0,
Fe III,1469.252,504000.0,
Fe II,1469.256,20800000.0,E
Fe II,1469.38,30100000.0,D+
Fe III,1469.386,10800000.0,
Fe V,1469.599,409000.0,C
Fe II,1469.678,30000000.0,E
Fe III,1469.881,105000000000.0,C+
Fe II,1470.013,30100000.0,D
Fe II,1470.166,20800000.0,D
Fe II,1470.203,20000000.0,D
Fe II,1470.449,20000000.0,D
Fe II,1470.517,400000.0,
Fe III,1470.718,20400000.0,
Fe II,1470.848,107000.0,
Fe III,1470.894,909000.0,
Fe III,1471.044,30300000.0,
Fe II,1471.053,500000.0,
Fe II,1471.08,10200000.0,
Fe V,1471.205,304000.0,C
Fe III,1471.228,504000.0,
Fe V,1471.331,406000.0,C
Fe III,1471.637,40400000.0,
Fe II,1471.753,20700000.0,
Fe III,1471.973,400000.0,
Fe II,1472.044,30000000.0,D+
Fe III,1472.056,30300000.0,
Fe V,1472.098,10200000.0,C+
Fe V,1472.512,10200000.0,C+
Fe II,1472.595,700000.0,
Fe II,1472.629,400000.0,D
Fe V,1472.805,409000.0,C
Fe II,1472.808,105000.0,
Fe II,1473.049,20100000.0,
Fe II,1473.088,20000000.0,
Fe IV,1473.2,1020.0,
Fe III,1473.443,400000.0,
Fe II,1473.609,20600000.0,E
Fe II,1473.8338,2010000000.0,D+
Fe II,1474.032,20800000.0,
Fe II,1474.032,20800000.0,
Fe III,1474.192,400000.0,
Fe V,1474.275,408000.0,C
Fe II,1474.305,202000.0,
Fe II,1474.412,20400000.0,D+
Fe III,1474.637,10300000.0,
Fe II,1474.681,20400000.0,
Fe II,1474.716,10700000.0,D+
Fe II,1475.016,10900000.0,
Fe II,1475.016,10900000.0,
Fe III,1475.264,504000.0,
Fe V,1475.302,402000.0,D+
Fe III,1475.526,10300000.0,
Fe V,1475.604,10500000.0,C
Fe II,1475.699,20800000.0,D+
Fe II,1475.783,10200000.0,
Fe II,1475.837,20800000.0,D
Fe III,1475.877,400000.0,
Fe II,1475.959,20300000.0,
Fe III,1476.263,703000.0,
Fe II,1476.302,500000.0,
Fe II,1476.346,10000000.0,
Fe II,1476.425,400000.0,
Fe III,1476.528,10300000.0,
Fe III,1476.604,10800000.0,
Fe II,1476.636,700000.0,
Fe III,1476.954,80100000.0,D
Fe III,1476.954,80100000.0,
Fe II,1477.417,700000.0,
Fe II,1477.488,20500000.0,D
Fe V,1477.536,408000.0,D+
Fe II,1477.555,20700000.0,D
Fe V,1477.798,408000.0,C
Fe II,1477.942,20200000.0,E
Fe II,1478.04,10800000.0,
Fe II,1478.102,20700000.0,D+
Fe V,1478.288,403000.0,D+
Fe II,1478.347,10600000.0,D
Fe II,1478.378,20000000.0,E
Fe II,1478.432,20500000.0,D
Fe II,1478.493,209000.0,D
Fe II,1478.7721,80000000.0,E
Fe V,1478.785,907000.0,C
Fe V,1479.388,101000.0,C
Fe V,1479.471,20500000.0,C+
Fe III,1479.603,60000000.0,D
Fe II,1479.654,200000.0,
Fe II,1479.715,600000.0,
Fe II,1479.846,20400000.0,
Fe II,1479.846,20400000.0,D
Fe III,1479.935,20400000.0,D
Fe III,1480.385,400000.0,
Fe II,1480.549,20400000.0,
Fe III,1480.77,400000.0,
Fe II,1480.876,10900000.0,
Fe II,1480.876,10900000.0,
Fe II,1480.9733,50000000.0,
Fe III,1481.181,80100000.0,
Fe III,1481.266,909000.0,
Fe II,1481.346,60000000.0,D
Fe II,1481.439,900000.0,
Fe II,1481.439,900000.0,
Fe III,1481.53,400000.0,
Fe III,1482.198,400000.0,
Fe III,1482.304,40400000.0,
Fe III,1482.382,909000.0,
Fe II,1482.437,201000.0,
Fe II,1482.853,10000000.0,
Fe II,1483.111,50000000.0,
Fe II,1483.111,50000000.0,D+
Fe V,1483.259,907000.0,C
Fe II,1483.373,60000000.0,D
Fe III,1483.477,504000.0,
Fe II,1483.553,10400000.0,D+
Fe II,1483.553,10400000.0,
Fe II,1483.639,20500000.0,D
Fe II,1483.853,900000.0,
Fe II,1484.07,20500000.0,D+
Fe V,1484.209,307000.0,C
Fe III,1484.248,60000000.0,
Fe V,1484.372,4060.0,D+
Fe III,1484.559,40400000.0,
Fe II,1484.999,20500000.0,D
Fe II,1484.999,20500000.0,
Fe V,1485.017,409000.0,C
Fe III,1485.317,30300000.0,
Fe II,1485.341,20400000.0,D
Fe II,1485.419,600000.0,
Fe V,1485.45,706000.0,C
Fe II,1485.567,10000000.0,
Fe V,1485.927,309000.0,C
Fe III,1485.989,400000.0,
Fe II,1486.249,10700000.0,
Fe III,1486.265,105000000000.0,D+
Fe II,1486.478,70000000.0,D
Fe III,1486.611,10300000.0,
Fe II,1486.835,600000.0,
Fe II,1487.138,10500000.0,
Fe II,1487.385,20100000.0,
Fe II,1487.452,10600000.0,
Fe II,1487.934,10100000.0,D
Fe III,1488.981,400000.0,
Fe V,1489.237,701000.0,C
Fe II,1489.238,10900000.0,
Fe II,1489.409,20600000.0,D+
Fe IV,1489.53,1020.0,
Fe II,1489.897,800000.0,
Fe II,1489.926,20600000.0,D+
Fe II,1490.607,20400000.0,
Fe II,1490.607,20400000.0,D+
Fe II,1490.739,10000000.0,D
Fe II,1490.743,900000.0,
Fe II,1490.866,106000.0,
Fe II,1491.095,206000.0,
