Wavelengths,Flux,Fluxerr
1150.6163,2.3908329e-15,1.823541e-13
1152.2928,-1.7356044e-13,1.7110282e-13
1153.9692,1.3457212e-13,1.6387613e-13
1155.6456,1.3490196e-14,1.6502317e-13
1157.322,8.9957765e-14,1.5418946e-13
1158.9984,2.6308794e-14,1.4125174e-13
1160.6749,-3.431679e-14,1.1856694e-13
1162.3513,8.3765196e-14,1.1239601e-13
1164.0278,-4.444792e-14,1.0199106e-13
1165.7042,-1.0631757e-14,8.344836e-14
1167.3806,1.4717499e-14,7.7883514e-14
1169.0571,-3.0495703e-14,7.215285e-14
1170.7335,1.3299695e-13,6.922874e-14
1172.41,-2.1973424e-14,6.0576164e-14
1174.0864,-8.751071e-14,5.6505924e-14
1175.7628,9.694189e-14,5.416094e-14
1177.4393,9.5842855e-14,5.1611283e-14
1179.1157,-1.1131291e-14,4.54427e-14
1180.7921,3.7947676e-14,4.1242234e-14
1182.4686,2.4041502e-14,3.8466043e-14
1184.145,1.777657e-14,3.614188e-14
1185.8215,-1.13275304e-17,3.3148512e-14
1187.4979,-2.0068548e-14,3.1457018e-14
1189.1743,3.2076013e-14,3.1216976e-14
1190.8508,-2.3942713e-14,2.6591668e-14
1192.5272,2.5659962e-14,2.6191963e-14
1194.2036,2.9471023e-15,2.5866938e-14
1195.8801,-3.591894e-15,2.4038099e-14
1197.5564,-4.675484e-14,2.8531952e-14
1199.2329,3.986851e-15,3.1686872e-14
1200.9093,2.0066524e-14,2.6108225e-14
1202.5858,1.0933201e-14,2.0288179e-14
1204.2622,1.00203735e-14,1.9586299e-14
1205.9386,3.5228564e-14,1.8255347e-14
1207.6151,4.8402495e-14,1.8232382e-14
1209.2915,9.1034154e-14,1.9754367e-14
1210.968,1.6130802e-13,3.642898e-14
1212.6444,2.9928376e-13,3.6366062e-14
1214.3208,1.931461e-13,4.275413e-14
1215.9973,2.351797e-13,4.8852293e-14
1217.6737,2.5626455e-13,4.9824823e-14
1219.3502,1.9351048e-13,4.1628606e-14
1221.0266,1.017305e-13,2.6100646e-14
1222.703,5.873348e-14,1.4453877e-14
1224.3795,1.2807408e-14,1.2262521e-14
1226.0559,-1.7608248e-14,1.16154035e-14
1227.7324,1.5760313e-14,1.2168024e-14
1229.4088,1.4670853e-14,1.1680868e-14
1231.0852,6.3762057e-15,1.0808286e-14
1232.7617,9.457864e-18,1.0389632e-14
1234.4381,1.562788e-14,1.07414035e-14
1236.1145,2.4282139e-14,1.0902101e-14
1237.791,-5.1547943e-15,9.798885e-15
