Wavelengths,Flux,Fluxerr
1150.5972,4.415074e-14,3.4991615e-14
1152.2736,3.6942017e-14,3.2832122e-14
1153.95,4.7514306e-14,3.1202054e-14
1155.6263,3.23695e-14,3.0760577e-14
1157.3027,2.7529326e-14,2.8509655e-14
1158.9791,2.2946926e-14,2.6349728e-14
1160.6555,-1.089176e-15,2.2485716e-14
1162.3319,2.8041802e-14,2.2007232e-14
1164.0083,3.5806895e-14,2.0984086e-14
1165.6847,6.4957873e-15,1.6918927e-14
1167.3611,9.791298e-15,1.584484e-14
1169.0374,2.0409083e-14,1.5353295e-14
1170.7137,6.5079473e-15,1.3724533e-14
1172.3903,4.3168594e-15,1.28365726e-14
1174.0667,-3.1144554e-15,1.1756826e-14
1175.743,-5.5632345e-15,1.1006228e-14
1177.4194,9.756803e-15,1.0951153e-14
1179.0958,2.0876306e-14,1.0790714e-14
1180.7722,1.4569261e-14,9.736438e-15
1182.4486,1.3549515e-14,9.27907e-15
1184.125,1.3059222e-14,8.861321e-15
1185.8013,1.775522e-14,8.568962e-15
1187.4777,-2.1035555e-16,7.560836e-15
1189.154,-1.8142666e-15,7.207088e-15
1190.8304,-1.8674366e-16,6.6593785e-15
1192.5068,1.1074932e-14,8.491246e-15
1194.1833,1.09601184e-14,8.240249e-15
1195.8597,1.0786995e-14,1.0966826e-14
1197.5361,1.3453465e-14,1.6925023e-14
1199.2125,2.4315707e-15,9.573605e-15
1200.8888,2.4631752e-15,6.878811e-15
1202.5652,2.5339973e-15,5.3600914e-15
1204.2416,-2.311475e-15,5.039215e-15
1205.918,2.1409944e-16,5.8571884e-15
1207.5944,2.0242919e-14,1.1356493e-14
1209.2708,5.5338584e-14,1.2247066e-14
1210.9471,1.2373924e-13,3.3416405e-14
1212.6235,1.6629046e-13,1.8002593e-14
1214.3,7.3364714e-13,2.617723e-13
1215.9763,4.8707723e-13,1.2525057e-13
1217.6527,8.021983e-13,3.9915085e-13
1219.3291,2.2790103e-13,4.38377e-14
1221.0055,1.7102175e-13,3.1272585e-14
1222.6819,5.4900993e-14,1.5395091e-14
1224.3583,1.9057662e-14,7.431527e-15
1226.0347,1.8783125e-15,4.0831172e-15
1227.711,-2.7933554e-15,3.8393035e-15
1229.3875,4.283354e-15,4.0961785e-15
1231.0637,5.9631153e-15,4.0495925e-15
1232.7401,7.295481e-15,4.0609127e-15
1234.4165,1.0383201e-15,3.796636e-15
1236.093,3.6002932e-15,3.8572627e-15
1237.7694,3.198227e-15,3.8390858e-15
1239.4458,5.678509e-17,3.6631913e-15
1241.1222,8.528758e-15,4.005184e-15
1242.7986,8.934026e-15,3.94521e-15
1244.475,1.0749973e-14,4.040341e-15
1246.1512,1.725154e-14,4.3132163e-15
1247.8278,1.405721e-14,4.1230633e-15
1249.504,1.9396404e-14,4.3468494e-15
1251.1804,1.33965714e-14,4.0241227e-15
1252.8568,9.415212e-15,3.8373443e-15
1254.5332,8.303935e-15,3.743737e-15
1256.2096,9.994823e-15,3.8285275e-15
1257.8861,8.458718e-15,3.745805e-15
1259.5625,1.29152534e-14,3.899386e-15
1261.2389,1.4298912e-14,3.9539176e-15
1262.9153,1.2428582e-14,3.8676033e-15
1264.5916,2.1922632e-14,4.2353917e-15
1266.268,1.7130997e-14,4.01966e-15
1267.9443,2.1609562e-14,4.1586556e-15
1269.6207,1.940507e-14,4.0734297e-15
1271.2971,2.5317886e-14,4.298631e-15
1272.9735,3.53843e-14,4.7305295e-15
1274.6499,4.024883e-14,4.9149138e-15
1276.3263,5.246091e-14,5.3330977e-15
1278.0028,6.0810345e-14,5.5597138e-15
1279.6791,7.113299e-14,5.9745236e-15
1281.3555,7.78455e-14,6.913315e-15
1283.0319,8.6867335e-14,6.388245e-15
1284.7083,9.9414075e-14,7.7088655e-15
1286.3846,1.3802806e-13,1.0777871e-14
1288.061,1.8371268e-13,1.1465773e-14
1289.7374,1.252506e-13,7.9722716e-15
1291.4138,1.099889e-13,6.8459397e-15
1293.0902,8.921707e-14,7.255416e-15
1294.7665,7.855312e-14,8.516934e-15
1296.4429,4.5298153e-14,5.5069237e-15
1298.1193,3.7657618e-14,4.587289e-15
1299.7958,3.7119088e-14,4.573683e-15
1301.4722,2.7801593e-14,4.2572698e-15
1303.1486,2.1634584e-14,4.0646134e-15
1304.825,2.9776027e-14,4.372428e-15
1306.5013,2.906709e-14,4.3278013e-15
1308.1777,4.6558924e-14,5.055433e-15
1309.854,3.4303804e-14,4.5857652e-15
1311.5305,4.563425e-14,4.986425e-15
1313.2068,4.2567563e-14,4.884328e-15
1314.8832,3.28013e-14,4.494879e-15
1316.5596,3.1864644e-14,4.4326196e-15
1318.236,2.4289361e-14,4.1265463e-15
1319.9125,1.8765673e-14,3.909726e-15
1321.5889,1.5192566e-14,3.786078e-15
1323.2653,1.4651529e-14,3.7946767e-15
1324.9415,1.5928715e-14,3.811439e-15
1326.618,5.592613e-15,3.815793e-15
1328.2943,9.008548e-15,3.54787e-15
1329.9707,3.3903917e-15,3.3179886e-15
1331.6471,4.1593587e-15,3.3659893e-15
1333.3235,1.8032383e-15,3.2084357e-15
1334.9999,4.5324496e-15,3.3791052e-15
1336.6763,3.6324025e-15,3.2758654e-15
1338.3527,-3.4136105e-16,3.0945832e-15
1340.0289,2.5396047e-15,3.2833212e-15
1341.7056,-2.4658518e-15,3.0553446e-15
1343.3818,-3.975112e-15,3.0354802e-15
1345.0582,7.466426e-17,3.1567885e-15
1346.7346,-1.6913012e-15,3.0756442e-15
1348.411,3.6003474e-15,3.274668e-15
1350.0874,-2.91111e-15,3.0454396e-15
1351.7638,-2.373654e-15,3.306451e-15
1353.4402,-4.477135e-15,3.0177929e-15
1355.1166,-2.4896873e-15,3.0737394e-15
1356.793,1.7461618e-15,3.2305856e-15
1358.4692,-5.8515713e-15,2.9420908e-15
1360.1456,-5.608866e-15,2.9565674e-15
1361.8221,-1.0070307e-15,3.1443256e-15
1363.4985,-2.852197e-16,3.1703941e-15
1365.1749,-3.5049546e-16,3.1932517e-15
1366.8513,-3.857798e-15,3.0845696e-15
1368.5277,4.830029e-15,3.4567664e-15
1370.2041,-5.683896e-16,3.2099595e-15
1371.8805,-1.9733869e-15,3.1362166e-15
1373.5568,4.6701704e-15,3.3745882e-15
1375.2332,1.7989963e-15,3.285607e-15
1376.9095,-1.7582439e-15,3.1644622e-15
1378.5859,-3.49375e-15,3.0844607e-15
1380.2623,4.1115216e-15,3.4002213e-15
1381.9387,1.7536157e-15,3.303621e-15
1383.6152,1.4490769e-15,3.331431e-15
1385.2916,1.8856546e-15,3.310968e-15
1386.968,2.02366e-15,3.3096074e-15
1388.6443,6.4751264e-16,3.2833756e-15
1390.3208,4.949715e-15,3.4851207e-15
1391.9971,-4.4677227e-15,3.1345295e-15
1393.6735,-4.150797e-15,3.1665302e-15
1395.3499,-3.3957652e-15,3.154285e-15
1397.0262,-3.4417354e-15,3.4080036e-15
1398.7026,-3.4518964e-15,3.1984218e-15
1400.379,-4.8159854e-15,3.157496e-15
1402.0554,-1.5849443e-15,3.2895255e-15
1403.7317,-2.7467957e-15,3.229225e-15
1405.4083,-1.0184758e-15,4.295692e-15
1407.0846,-7.2131225e-15,3.0457117e-15
1408.761,-2.2200835e-15,3.3213083e-15
1410.4374,-2.083186e-15,3.3728467e-15
1412.1138,1.0849611e-15,3.48425e-15
1413.7902,7.3435554e-15,3.73873e-15
1415.4666,2.7525555e-15,3.428521e-15
1417.143,-1.0494162e-15,3.3106958e-15
1418.8192,-3.3944845e-15,3.196136e-15
1420.4957,1.8640722e-15,3.5342642e-15
1422.172,2.961366e-15,3.58983e-15
1423.8484,1.3010731e-15,3.5296928e-15
1425.5249,-2.802456e-15,3.3660981e-15
1427.2013,-2.3787768e-15,3.3846018e-15
1428.8777,-9.14406e-16,3.4553513e-15
1430.5541,-1.5763148e-15,3.4427798e-15
1432.2305,1.7334462e-15,3.5508631e-15
1433.9067,3.1508948e-16,4.8947772e-15
1435.5833,-5.342884e-15,3.3096618e-15
1437.2595,-3.8265188e-15,3.3723569e-15
1438.9359,1.4525395e-15,3.5672987e-15
1440.6123,-4.8259092e-15,3.6451233e-15
1442.2887,-2.7832181e-15,3.404194e-15
1443.9651,-3.2307802e-15,3.4133914e-15
1445.6415,-4.624732e-15,3.382044e-15
1447.318,-8.879877e-15,3.191238e-15
1448.9944,-3.3597088e-15,3.3878129e-15
1450.6708,-6.6750398e-15,3.2520826e-15
1452.347,-3.0850837e-15,3.3867789e-15
1454.0234,4.64026e-15,3.6787564e-15
1455.6998,-4.083844e-15,3.3176076e-15
1457.3762,-1.0377102e-15,3.460957e-15
1459.0526,-5.122957e-16,3.4809844e-15
1460.729,2.4191735e-15,3.5218014e-15
1462.4054,-2.248371e-15,3.3972279e-15
1464.0818,-3.339546e-15,3.3611457e-15
1465.7582,2.9830908e-15,3.570673e-15
1467.4346,5.4753836e-15,3.6483886e-15
1469.1111,3.2221642e-15,3.5590266e-15
1470.7874,1.0687672e-14,3.874134e-15
1472.4637,1.4301938e-14,4.0815934e-15
1474.1401,2.7302413e-15,3.5824284e-15
1475.8165,1.0206632e-14,3.8461606e-15
1477.4929,5.4062827e-15,3.6923623e-15
1479.1693,4.8257974e-15,3.668525e-15
1480.8457,6.0566447e-15,3.7230567e-15
1482.522,6.3045543e-15,3.71707e-15
1484.1985,1.3132097e-14,3.958489e-15
1485.8748,1.1740659e-14,3.8324463e-15
1487.5511,1.6981103e-14,4.0265177e-15
1489.2277,8.011719e-15,3.7393832e-15
1490.904,9.2817904e-15,4.301896e-15
1492.5804,-5.284469e-16,3.4670522e-15
1494.2568,4.0865376e-15,3.5701287e-15
1495.9332,-4.1229227e-15,3.37535e-15
1497.6095,6.1540704e-15,3.65579e-15
1499.286,5.3115844e-15,3.640334e-15
1500.9623,2.773877e-15,3.5346452e-15
1502.6387,2.2660774e-15,3.5233797e-15
1504.3151,-4.0469405e-15,3.2961106e-15
1505.9915,-6.0887e-15,3.2256332e-15
1507.6678,-3.5178701e-15,3.321798e-15
1509.3442,-4.170438e-15,3.3037298e-15
1511.0208,-6.888292e-15,3.655899e-15
1512.697,-8.393012e-15,3.1516728e-15
1514.3735,-1.4980638e-14,2.9322404e-15
1516.0498,-5.7428597e-15,3.306723e-15
1517.7262,-4.2472942e-15,3.5362234e-15
1519.4026,-4.115181e-15,3.346506e-15
1521.079,-8.812429e-16,3.504604e-15
1522.7554,-4.4765285e-15,3.380248e-15
1524.4318,-3.9198415e-15,3.3973911e-15
1526.1082,-3.3246687e-15,3.3731188e-15
1527.7845,-4.839184e-15,3.3504788e-15
1529.4609,-3.0124117e-15,3.4181263e-15
1531.1373,-1.12070675e-14,3.1264206e-15
1532.8137,-5.902986e-15,3.2816885e-15
1534.4901,-2.4334206e-15,3.4120852e-15
1536.1665,-5.863616e-15,3.2819062e-15
1537.8429,-5.9194152e-15,3.2719468e-15
1539.5193,3.7456136e-16,4.432946e-15
1541.1957,3.1177487e-15,3.902216e-15
