Wavelengths,Flux,Fluxerr
1150.7062,-7.884614e-14,1.9862497e-13
1152.3827,-3.0620675e-14,1.8631222e-13
1154.0593,1.9638149e-13,1.807969e-13
1155.7357,1.2416455e-13,1.7986548e-13
1157.4124,1.3635698e-13,1.6738668e-13
1159.0889,-1.09765865e-14,1.4970543e-13
1160.7655,-2.2800225e-14,1.289537e-13
1162.442,5.5051182e-14,1.210783e-13
1164.1187,-1.9109758e-14,1.1117722e-13
1165.7952,2.1506126e-14,9.2602934e-14
1167.4718,1.0788595e-13,8.927939e-14
1169.1483,1.2269498e-14,7.9990695e-14
1170.8248,8.2991746e-14,7.5395114e-14
1172.5015,-1.1088541e-13,6.723945e-14
1174.178,-4.2501494e-14,6.2947565e-14
1175.8546,9.6807375e-14,6.152377e-14
1177.5311,2.1372656e-14,6.9973914e-14
1179.2078,-5.5845133e-14,5.0858067e-14
1180.8843,2.4385049e-14,4.6150292e-14
1182.5609,1.2253922e-14,4.3052042e-14
1184.2374,3.572875e-17,4.0189626e-14
1185.9141,5.9418053e-15,3.7515503e-14
1187.5906,2.3444024e-14,3.6212122e-14
1189.2672,4.2412424e-14,3.5432974e-14
1190.9437,-6.449214e-15,3.003391e-14
1192.6204,4.2802435e-14,3.0448876e-14
1194.2968,-1.6692217e-14,2.765833e-14
1195.9734,-3.2159513e-14,2.573007e-14
1197.6499,-4.0897217e-14,4.1951604e-14
1199.3264,1.7337823e-14,4.138982e-14
1201.003,5.0495213e-16,2.409812e-14
1202.6796,3.4990048e-15,2.122655e-14
1204.3562,-5.7526703e-16,2.1658236e-14
1206.0327,1.0264464e-14,1.9815778e-14
1207.7094,2.9240553e-14,2.9486247e-14
1209.3859,8.390018e-14,3.183248e-14
1211.0625,1.1997608e-13,4.545684e-14
1212.739,1.9498246e-13,6.410307e-14
1214.4156,1.5283965e-13,4.7477023e-14
1216.0922,1.7866623e-13,5.4334243e-14
1217.7688,1.9999593e-13,6.441922e-14
1219.4453,1.3464666e-13,5.2173272e-14
1221.1218,1.0397576e-13,4.1184595e-14
1222.7985,6.165426e-14,1.6394604e-14
1224.475,1.4576082e-14,1.4087652e-14
1226.1516,-6.688499e-15,1.32026e-14
1227.8281,1.542923e-14,1.4963665e-14
1229.5048,-8.0750054e-16,1.263941e-14
1231.1813,-1.8633441e-16,1.2360464e-14
1232.8579,-4.008595e-15,1.1826638e-14
1234.5344,1.7693983e-14,1.23696744e-14
1236.2109,2.2963217e-14,1.2318073e-14
1237.8876,-6.5576545e-15,1.112619e-14
1239.5641,4.6234993e-15,1.1128478e-14
1241.2406,1.0768498e-14,1.1206636e-14
1242.9172,1.9979049e-15,1.071125e-14
1244.5938,-3.9902507e-15,1.481189e-14
1246.2703,-3.2824404e-14,1.0559397e-14
1247.9469,6.2900192e-15,1.0732378e-14
1249.6234,7.531459e-15,1.0379988e-14
1251.3,1.0086289e-14,9.988705e-15
1252.9766,9.395106e-15,9.8323474e-15
1254.6532,7.504949e-15,9.641036e-15
1256.3297,3.5409859e-15,9.302571e-15
1258.0063,-7.6721174e-16,9.0364634e-15
1259.6829,-1.9121777e-15,8.938935e-15
1261.3595,5.46686e-15,9.129798e-15
1263.036,1.462617e-14,9.342936e-15
1264.7126,-1.2047883e-14,1.0815024e-14
1266.3892,-2.3364913e-15,8.357462e-15
1268.0658,-2.3204326e-15,8.3622786e-15
1269.7423,-2.843676e-15,8.202284e-15
1271.4188,2.1152814e-15,8.37113e-15
1273.0955,2.1105462e-16,8.733646e-15
1274.772,-1.571723e-14,8.1328715e-15
1276.4486,-4.801368e-15,1.0127604e-14
1278.125,1.39733e-14,9.348455e-15
1279.8018,-1.2628284e-14,8.022319e-15
1281.4781,-2.5736285e-15,7.831681e-15
1283.1548,7.107669e-15,8.102726e-15
1284.8313,1.5251089e-14,8.257812e-15
1286.5079,1.4345895e-14,9.295422e-15
1288.1844,-8.136907e-15,7.6676455e-15
1289.8611,7.4276e-15,7.860029e-15
1291.5376,1.5705995e-14,8.111019e-15
1293.2142,1.5217731e-14,8.017496e-15
1294.8907,8.32266e-17,7.3344845e-15
1296.5673,-4.164878e-15,8.166387e-15
1298.2439,1.0403869e-14,7.613178e-15
1299.9204,1.7222424e-14,8.504933e-15
1301.597,-8.767144e-15,7.5050185e-15
1303.2736,-6.2547357e-15,7.19762e-15
1304.9502,6.845834e-15,1.042997e-14
1306.6267,1.7692204e-14,8.8177765e-15
1308.3033,-1.12123945e-14,7.36521e-15
1309.9799,-1.6822035e-14,1.02706895e-14
1311.6565,5.471301e-15,7.859344e-15
1313.333,1.513457e-14,8.454787e-15
1315.0096,-4.2899115e-14,7.850442e-15
1316.6862,-1.5001858e-14,7.0798736e-15
1318.3628,1.1761844e-14,7.560064e-15
1320.0392,6.658824e-15,7.311567e-15
1321.716,-1.0340895e-14,7.79878e-15
1323.3923,4.2484598e-14,1.29675035e-14
1325.069,-7.0807584e-15,7.107082e-15
1326.7455,-3.4051114e-15,1.0628141e-14
1328.422,1.2372858e-15,7.084389e-15
1330.0986,9.30281e-15,7.510077e-15
1331.7751,7.597295e-15,7.669705e-15
1333.4518,7.704861e-15,7.424368e-15
1335.1283,-1.3178669e-15,7.29272e-15
1336.8049,-1.133163e-14,7.4635825e-15
1338.4814,1.6643078e-14,7.591538e-15
1340.1581,-3.5563436e-15,8.7120185e-15
1341.8346,7.240745e-15,7.4126555e-15
1343.5112,8.797576e-15,7.72387e-15
1345.1877,-8.139202e-15,6.8308985e-15
1346.8644,7.336941e-15,7.1966435e-15
1348.5409,-2.3774607e-14,1.002531e-14
1350.2174,7.034827e-15,7.365233e-15
1351.894,6.275706e-15,1.0352259e-14
1353.5706,-1.7720697e-15,9.3331325e-15
1355.2472,5.240315e-15,7.090503e-15
1356.9237,-3.2779798e-15,6.885415e-15
1358.6003,7.323736e-15,7.541695e-15
1360.2769,9.576007e-15,7.459687e-15
1361.9534,-2.2402497e-15,7.7181735e-15
1363.63,-6.778701e-15,9.91683e-15
1365.3065,-6.3337786e-15,7.0423857e-15
1366.9832,2.4986646e-16,7.042772e-15
1368.6597,-2.0936819e-15,7.148633e-15
1370.3362,7.34843e-15,8.605042e-15
1372.0128,2.7889142e-15,7.137913e-15
1373.6893,6.748218e-15,7.322198e-15
1375.3658,7.11938e-15,8.893607e-15
1377.0425,-5.896561e-15,6.996938e-15
1378.719,-2.8916896e-15,7.275827e-15
1380.3956,-1.37505796e-14,7.167919e-15
1382.0721,-4.79963e-15,7.870101e-15
1383.7488,6.8309963e-15,1.2481784e-14
1385.4253,-9.27978e-15,7.287555e-15
1387.1019,-1.7408885e-14,1.17069635e-14
1388.7784,-2.3890681e-14,7.075444e-15
1390.4551,-1.2663433e-15,7.334052e-15
1392.1316,1.2502357e-14,7.999127e-15
1393.8082,1.1035494e-15,1.0178079e-14
1395.4847,-3.1010753e-15,1.0739056e-14
1397.1614,-2.2276435e-15,9.45465e-15
1398.8379,-1.7005927e-15,8.37401e-15
1400.5144,-6.0354367e-15,7.295811e-15
1402.191,-8.351819e-15,8.256194e-15
1403.8674,-1.4984894e-14,1.4157591e-14
1405.5442,-1.4297542e-14,1.2303851e-14
1407.2206,-1.0048896e-15,7.568624e-15
1408.8973,-7.943205e-15,7.610349e-15
1410.5737,9.262438e-16,9.03052e-15
1412.2504,-1.7072288e-14,1.0293537e-14
1413.9269,-6.262726e-14,1.2171706e-14
1415.6035,3.5757936e-15,7.455014e-15
1417.28,1.1417628e-14,7.749417e-15
1418.9567,-5.2261124e-15,7.863426e-15
1420.6332,3.8652665e-16,1.1891101e-14
1422.3098,-1.5775311e-14,7.875149e-15
1423.9863,-1.5701214e-14,7.903218e-15
1425.6628,-3.504698e-15,9.401256e-15
1427.3395,-1.1893853e-14,7.845683e-15
1429.016,-4.932771e-15,8.000344e-15
1430.6926,7.228957e-15,8.243195e-15
1432.3691,-1.6043551e-14,7.887131e-15
1434.0458,-7.950118e-15,8.264215e-15
1435.7223,2.4100766e-16,7.903355e-15
1437.3989,1.1507288e-14,1.0084534e-14
1439.0754,-1.5784467e-16,7.939846e-15
1440.7521,4.8006007e-15,1.1921684e-14
1442.4286,-1.534575e-14,9.5008425e-15
1444.1052,3.4751612e-15,8.031695e-15
1445.7816,1.5449161e-14,9.54987e-15
1447.4584,4.5987142e-15,8.170936e-15
1449.1348,1.968633e-14,9.0372715e-15
1450.8114,1.1170373e-14,8.54899e-15
1452.4879,5.963348e-15,8.971417e-15
1454.1644,5.5863936e-15,1.2471166e-14
1455.8411,2.1827054e-15,7.970044e-15
1457.5176,-5.282004e-15,7.9494745e-15
1459.1942,1.4783251e-15,1.3975537e-14
1460.8707,2.2122132e-14,9.020659e-15
1462.5474,2.3638657e-15,8.159874e-15
1464.2239,3.2109134e-16,7.853354e-15
1465.9005,2.0016854e-14,8.7393285e-15
1467.577,-7.0871645e-15,7.688406e-15
1469.2537,4.611484e-15,8.186502e-15
1470.9302,-9.7073415e-15,7.8803244e-15
1472.6068,6.2290477e-15,8.1520424e-15
1474.2833,4.5251765e-15,8.13844e-15
1475.9598,-8.992963e-15,7.817263e-15
1477.6365,-4.8390467e-15,8.720381e-15
1479.313,1.2094667e-15,9.597355e-15
1480.9896,8.37655e-15,9.449179e-15
1482.6661,4.7419073e-15,8.1238e-15
1484.3428,2.24087e-14,9.1637835e-15
1486.0193,7.0678847e-15,8.690357e-15
1487.6958,-5.5165706e-15,8.681979e-15
1489.3724,-9.048516e-16,7.690807e-15
1491.049,8.757906e-15,8.369888e-15
1492.7256,6.5977615e-15,8.280321e-15
1494.4021,-1.9537201e-14,7.863532e-15
1496.0786,-1.4061471e-15,7.919754e-15
1497.7552,-2.5748609e-14,1.15934806e-14
1499.4318,4.0342252e-16,7.918404e-15
1501.1083,-4.9765418e-15,7.6546384e-15
1502.7849,9.104688e-15,8.1804375e-15
1504.4614,-1.3280055e-14,1.6517481e-14
1506.1381,-1.9625976e-15,7.815073e-15
1507.8146,-1.4640377e-14,7.956793e-15
1509.4912,-7.069213e-15,7.619275e-15
1511.1677,-6.83856e-15,8.032892e-15
1512.8444,6.5733628e-15,8.016139e-15
1514.5209,2.6186053e-15,7.838569e-15
1516.1975,-1.5609926e-14,7.863494e-15
1517.874,-7.876933e-15,9.560102e-15
1519.5507,1.0051227e-14,1.2882157e-14
1521.2272,4.394778e-15,1.314819e-14
1522.9038,-1.3792343e-16,9.975346e-15
1524.5803,-3.8803583e-15,8.038856e-15
1526.2568,1.621914e-14,8.799825e-15
1527.9335,1.2139446e-15,9.828766e-15
1529.6099,-1.1095455e-14,9.7979655e-15
1531.2866,1.39550245e-14,8.735207e-15
1532.963,7.168189e-15,8.183212e-15
1534.6398,-5.9157463e-15,1.1428775e-14
1536.3162,7.1126805e-15,8.2201236e-15
1537.9928,1.654225e-14,9.713056e-15
1539.6693,-5.769896e-15,7.796277e-15
1541.346,-1.07261756e-14,7.633718e-15
1543.0225,2.6558967e-14,1.3800863e-14
1544.6991,1.1475566e-14,1.2412357e-14
1546.3756,-1.2047532e-15,1.1100252e-14
1548.0522,9.012603e-15,9.203909e-15
1549.7288,1.0906812e-14,8.722623e-15
1551.4053,4.3962856e-15,8.707053e-15
1553.0819,5.708591e-15,1.1496909e-14
1554.7584,-1.4419387e-14,1.3051652e-14
1556.435,1.1113025e-14,8.101951e-15
1558.1116,2.0169579e-14,1.4791106e-14
1559.7882,-7.542107e-15,7.954862e-15
1561.4647,6.6937588e-15,1.0659404e-14
1563.1414,2.4382843e-14,8.797476e-15
1564.8177,4.6651597e-15,7.456229e-15
1566.4945,-9.313208e-15,7.150863e-15
1568.1709,2.307515e-15,8.154703e-15
1569.8477,8.1246024e-16,7.017544e-15
1571.524,5.6829775e-16,1.3963678e-14
1573.2008,-7.488713e-15,7.368701e-15
1574.8772,6.142707e-16,6.9328702e-15
1576.5538,1.9553757e-14,9.143052e-15
1578.2303,1.1305167e-14,1.4713115e-14
1579.907,-1.7018967e-15,7.0931725e-15
1581.5835,-9.719116e-15,7.0677763e-15
1583.2601,-1.5109223e-14,6.9131238e-15
1584.9366,5.7701066e-15,1.1116834e-14
1586.6132,-3.836836e-16,1.0227833e-14
1588.2898,2.0684553e-15,7.19846e-15
1589.9663,8.111875e-15,1.5279107e-14
1591.643,3.551667e-15,6.8574216e-15
1593.3195,8.272432e-15,7.097321e-15
1594.9961,-1.8133207e-14,7.0838877e-15
1596.6726,9.361346e-15,1.1954557e-14
1598.3492,-2.0817114e-14,1.2412078e-14
1600.0258,1.2928286e-14,8.953271e-15
1601.7023,-9.364791e-15,1.14733255e-14
1603.3789,1.1803144e-14,8.5785405e-15
1605.0554,-1.2884015e-14,6.25e-15
1606.7319,-2.3632113e-15,7.1008686e-15
1608.4086,3.827993e-15,9.408756e-15
1610.0851,-3.5080138e-15,6.4382377e-15
1611.7617,5.098115e-15,7.074408e-15
1613.4382,-1.2255783e-16,9.60831e-15
1615.1149,2.6263773e-15,6.5474618e-15
1616.7914,-1.6107966e-14,6.195886e-15
1618.468,1.7186656e-14,7.168305e-15
1620.1445,1.00550426e-14,7.117415e-15
1621.8212,-9.978363e-15,6.134343e-15
1623.4977,-1.0212667e-14,1.1398293e-14
1625.1743,-1.008511e-14,6.093521e-15
1626.8507,-7.732936e-15,5.9720346e-15
1628.5273,-3.3751309e-15,5.663684e-15
1630.2039,-8.7008215e-15,5.941912e-15
1631.8805,-6.1180538e-15,5.898258e-15
1633.557,8.602227e-15,8.843218e-15
1635.2336,3.9709925e-15,7.945437e-15
1636.9102,3.6125367e-15,9.27294e-15
1638.5868,1.3501326e-15,1.1293553e-14
1640.2633,2.6023577e-15,5.6195774e-15
1641.94,1.8498327e-14,9.418351e-15
1643.6165,-6.654524e-17,5.5827522e-15
1645.2931,-6.821048e-15,5.5108027e-15
1646.9696,6.764483e-16,5.4204544e-15
1648.6461,3.958204e-15,6.723236e-15
1650.3228,8.326618e-15,5.7043946e-15
1651.9991,1.5373944e-14,6.012964e-15
1653.6759,-5.6555145e-15,5.379566e-15
1655.3523,-1.9217395e-15,6.0974e-15
1657.029,1.3665982e-16,5.069267e-15
1658.7054,3.8839845e-15,6.768445e-15
1660.3822,1.02071434e-14,5.553974e-15
1662.0586,7.523549e-15,5.1668163e-15
1663.7354,6.675921e-16,4.8421286e-15
1665.4117,1.6057758e-14,8.268308e-15
1667.0885,6.704006e-15,8.098931e-15
1668.7649,9.025483e-15,8.749111e-15
1670.4415,4.867403e-15,5.754966e-15
1672.118,6.157101e-15,6.0825987e-15
1673.7947,-3.95246e-15,6.5553074e-15
1675.4712,9.441663e-16,4.58409e-15
1677.1478,-1.1742833e-14,5.4558586e-15
1678.8243,-1.0406136e-15,8.086294e-15
1680.5009,-1.1934712e-14,4.363562e-15
1682.1775,9.711176e-16,4.398262e-15
1683.854,-1.4912263e-15,4.3064603e-15
1685.5306,-4.2509712e-15,4.3125827e-15
1687.2072,1.4360255e-15,4.2812014e-15
1688.8838,-5.5987726e-15,6.5106484e-15
1690.5602,1.4447587e-15,4.1908272e-15
1692.2369,-1.4502404e-15,5.2086504e-15
1693.9133,-8.860914e-15,4.417574e-15
1695.5901,-4.7810754e-15,4.05827e-15
1697.2665,-8.052875e-15,3.9678958e-15
