Wavelengths,Flux,Fluxerr
1150.6232,2.8559986e-15,2.1123881e-13
1152.2997,9.329929e-14,2.0053845e-13
1153.9761,-1.12646824e-13,1.8544052e-13
1155.6525,1.1787376e-14,1.7305372e-13
1157.3289,-2.138829e-14,1.5986416e-13
1159.0052,6.800548e-14,1.4943464e-13
1160.6816,9.396579e-15,1.3549167e-13
1162.358,3.3065845e-15,1.2597966e-13
1164.0344,-5.678427e-14,1.168027e-13
1165.7108,-3.9218283e-14,1.0971319e-13
1167.3872,-3.6481777e-15,1.0204098e-13
1169.0637,-7.905035e-14,9.4951675e-14
1170.74,-2.8794397e-14,8.86262e-14
1172.4165,2.4296622e-14,8.352524e-14
1174.0928,8.621024e-14,8.007749e-14
1175.7693,6.8691543e-15,7.237558e-14
1177.4456,-7.328309e-15,6.738673e-14
1179.1221,3.8470746e-14,6.4628824e-14
1180.7986,5.4842868e-15,5.994444e-14
1182.4749,-3.3589227e-14,5.62334e-14
1184.1514,-4.9938572e-14,5.3109515e-14
1185.8276,1.0912345e-14,5.0810156e-14
1187.5042,9.946781e-15,4.826251e-14
1189.1804,-1.8674668e-14,4.9228772e-14
1190.8569,-1.6671982e-14,4.679138e-14
1192.5332,-6.725141e-14,7.240826e-14
1194.2097,-7.255695e-14,7.037584e-14
1195.886,-2.5868681e-14,6.6813586e-14
1197.5625,1.7867655e-14,4.6772705e-14
1199.2389,2.9774357e-14,3.9708112e-14
1200.9153,2.4403422e-14,3.5868572e-14
1202.5917,6.649797e-14,3.586853e-14
1204.2681,7.588049e-14,3.517548e-14
1205.9445,2.6009097e-14,3.256609e-14
1207.6208,3.1366565e-14,3.1610392e-14
1209.2972,1.07324665e-13,3.327074e-14
1210.9738,1.3191061e-13,3.2957256e-14
1212.65,1.7475493e-13,3.918029e-14
1214.3265,1.8934123e-13,3.6914804e-14
1216.0028,2.0756817e-13,4.599481e-14
1217.6793,1.7180257e-13,3.3533323e-14
1219.3556,1.7655328e-13,3.0889008e-14
1221.0321,1.756013e-13,3.0214827e-14
1222.7084,4.435793e-14,2.5371024e-14
1224.3849,-1.14037215e-14,2.3127774e-14
1226.0612,-7.51509e-15,2.2721542e-14
1227.7377,-3.356703e-15,2.2355553e-14
1229.4141,1.52111e-14,2.2505066e-14
1231.0905,-3.4441905e-15,2.15564e-14
1232.7668,-8.966489e-15,2.0972351e-14
1234.4432,1.6280209e-14,2.1411582e-14
1236.1196,-2.3791306e-14,2.02474e-14
1237.796,-3.9976846e-15,2.0065894e-14
1239.4724,2.0276854e-14,2.0557808e-14
1241.1489,5.1789637e-14,2.095602e-14
1242.8252,2.4379685e-14,2.0147912e-14
1244.5017,-8.493274e-15,1.8787894e-14
1246.1781,-5.6255905e-15,1.8632089e-14
1247.8545,2.6789873e-16,1.8596397e-14
1249.5309,-1.4272876e-14,1.8036996e-14
1251.2073,-1.2318972e-14,1.7906456e-14
1252.8838,-1.12755484e-14,1.769794e-14
1254.56,1.3886484e-14,1.8306027e-14
1256.2366,1.1757619e-14,1.7974093e-14
1257.9128,-4.212964e-16,1.7401914e-14
1259.5894,-1.8431918e-14,1.6913168e-14
1261.2656,-9.5133625e-15,1.6790778e-14
1262.9421,-1.6623072e-14,1.6616093e-14
1264.6184,-5.5616564e-15,1.6602068e-14
1266.2949,-2.2755574e-14,1.63327e-14
1267.9712,-3.185948e-14,1.6185458e-14
1269.6477,-2.1913586e-14,1.604438e-14
1271.3241,-3.569137e-15,1.607238e-14
1273.0005,-9.707963e-16,1.6047713e-14
1274.6769,-1.7479182e-14,1.5628193e-14
1276.3533,-1.8657662e-15,1.5766947e-14
1278.0297,-9.9268645e-15,1.5367627e-14
1279.706,2.2518811e-15,1.568771e-14
1281.3824,-1.3143148e-14,1.518619e-14
1283.059,-1.4314523e-14,1.5089042e-14
1284.7352,1.0291272e-15,1.530902e-14
1286.4117,-2.144728e-15,1.5197731e-14
1288.088,-1.3549537e-15,1.5111983e-14
1289.7645,-1.1127596e-14,1.4756435e-14
1291.4408,-1.1068578e-15,1.4953694e-14
1293.1173,-1.001449e-14,1.461134e-14
1294.7936,-6.2454306e-15,1.4655666e-14
1296.4701,8.463196e-15,1.5152611e-14
1298.1464,-3.5764602e-15,1.4663047e-14
1299.8229,2.4112961e-15,1.4781679e-14
1301.4993,-6.04491e-16,1.4582006e-14
