Wavelengths,Flux,Fluxerr
1150.6746,-4.9562198e-14,7.306102e-14
1152.3511,-1.17455e-13,6.857769e-14
1154.0277,-4.8759814e-14,6.4129434e-14
1155.7041,2.722755e-14,6.702008e-14
1157.3806,-7.549761e-15,6.362924e-14
1159.0571,1.7174777e-14,6.039637e-14
1160.7336,-6.3037e-14,4.7466137e-14
1162.4102,-2.2868856e-15,4.4108007e-14
1164.0867,2.0730767e-15,4.4397645e-14
1165.7632,-4.6523903e-15,3.353912e-14
1167.4397,8.188589e-15,3.1391905e-14
1169.1162,-5.83467e-14,2.9019596e-14
1170.7927,-8.857166e-15,2.6147914e-14
1172.4694,-3.7608385e-14,2.4380254e-14
1174.1459,-2.6705167e-14,2.2762692e-14
1175.8224,1.756691e-14,2.1324398e-14
1177.4989,-4.42697e-15,1.9518062e-14
1179.1754,-2.6145796e-14,1.8313948e-14
1180.8519,1.16034035e-14,1.6559918e-14
1182.5284,3.23717e-15,1.5326262e-14
1184.205,6.1248863e-15,1.4589568e-14
1185.8815,-3.4668845e-15,1.3377405e-14
1187.558,-4.890798e-15,1.2699134e-14
1189.2345,8.598855e-15,1.4323607e-14
1190.9111,-1.0520088e-14,1.0742189e-14
1192.5876,7.224991e-15,1.0544848e-14
1194.264,1.29684615e-14,1.0462951e-14
1195.9407,1.2562587e-14,9.786478e-15
1197.6171,-8.544968e-15,9.754844e-15
1199.2936,1.0496209e-14,1.5205698e-14
1200.9701,6.7418452e-15,8.9179135e-15
1202.6466,5.4641e-15,8.842851e-15
1204.3231,5.1103548e-15,7.547393e-15
1205.9996,2.4485578e-14,8.019806e-15
1207.6761,4.3813623e-14,1.825173e-14
1209.3528,1.08372614e-13,2.6542848e-14
1211.0293,1.5125024e-13,3.7409163e-14
1212.7058,3.9116196e-13,8.482652e-14
1214.3823,2.170384e-13,2.0966078e-14
1216.0588,2.7986603e-13,3.0030316e-14
1217.7354,2.4517113e-13,2.287861e-14
1219.4119,2.1263425e-13,3.346894e-14
1221.0884,1.3808795e-13,1.9184046e-14
1222.7649,7.0065515e-14,1.7475933e-14
1224.4414,2.3796882e-14,1.00582266e-14
1226.1179,-5.1838154e-15,4.728813e-15
1227.7946,2.470522e-15,5.21271e-15
1229.4711,-1.2575769e-15,4.5311134e-15
1231.1476,6.6112133e-15,5.0526295e-15
1232.8241,-1.4969162e-15,4.224096e-15
1234.5006,2.591913e-15,4.2901567e-15
1236.177,7.830699e-15,4.4202563e-15
1237.8536,-3.618492e-15,3.9961346e-15
1239.53,-3.710733e-15,3.9346523e-15
1241.2065,3.2172666e-15,4.0393955e-15
1242.883,-2.9279744e-15,3.817435e-15
1244.5596,1.4855437e-14,4.3421374e-15
