Spectrum,Observed,Rel.,Acc.
O II,1957.441,1000.0,C
O II,1958.122,80.0,C
O II,1960.265,1000.0,C
Na III,1938.41,40.0,
Na III,1938.637,60.0,C
Na III,1939.559,30.0,
Na III,1943.047,40.0,
Na III,1943.347,90.0,
Na III,1943.516,1000.0,
Na II,1946.206,3050.0,
Na III,1946.426,1020.0,A
Na III,1947.324,10.0,
Na II,1948.531,70.0,
Na III,1950.906,1020.0,A
Na III,1951.237,1040.0,B+
Na III,1955.326,80.0,
Na III,1956.314,60.0,
Na III,1960.0,1020.0,
Na IV,1960.76,1020.0,B+
Mg III,1937.539,0.0,
Mg III,1937.843,1010.0,B
Mg III,1938.249,30.0,
Mg III,1938.936,30.0,B
Mg III,1941.5,40.0,C+
Mg III,1941.5,40.0,B
Mg III,1942.036,20.0,
Mg IV,1946.117,1080.0,B+
Mg III,1954.831,30.0,B
Mg IV,1956.548,1070.0,B+
Si II,1941.67,5000.0,
Si II,1944.59,1050.0,
Si II,1949.33,1000.0,
Si II,1949.56,100000.0,
Si I,1954.97,100000.0,
S IV,1944.18,1000.0,B
S II,1944.379,10.0,E
S II,1950.378,1000.0,D+
S II,1951.379,10.0,E
S II,1952.766,10.0,
S II,1955.359,10.0,
S II,1957.989,10.0,
S II,1958.239,90.0,D+
S II,1959.094,10.0,
Ca III,1938.572,205000.0,
Ca III,1939.244,700000.0,
Ca III,1939.683,10200000.0,C
Ca III,1943.012,10600000.0,B
Ca III,1948.257,20000000.0,B
Ca III,1951.888,204000.0,D+
Ca III,1952.133,900000.0,
Ca III,1952.823,209000.0,
Ca III,1953.064,900000.0,B
Ca III,1953.295,204000.0,C
Ca III,1953.546,10200000.0,C
Ca III,1958.149,403000.0,C
Ca III,1958.971,10100000.0,C
Fe III,1937.993,4030000000.0,B
Fe III,1938.764,109000000000.0,D+
Fe III,1938.764,109000000000.0,D+
Fe II,1938.7719,10800000.0,E
Fe III,1938.91,305000000000.0,D
Fe III,1938.91,305000000000.0,B
Fe III,1938.91,305000000000.0,C
Fe III,1939.116,2040000000.0,
Fe III,1939.38,70100000.0,
Fe III,1939.415,50300000.0,
Fe I,1939.741,0.0,
Fe II,1939.8747,400000.0,
Fe III,1940.019,109000000000.0,C+
Fe III,1940.019,109000000000.0,D+
Fe II,1940.053,205000.0,
Fe II,1940.349,400000.0,
Fe II,1940.349,400000.0,
Fe II,1940.5866,400000.0,
Fe III,1940.615,4030000000.0,
Fe I,1940.6603,109010.0,D+
Fe III,1940.693,3020000000.0,D+
Fe II,1940.752,20300000.0,D
Fe III,1940.777,5080000000.0,C+
Fe II,1941.363,303000.0,
Fe II,1941.363,303000.0,
Fe I,1941.4,0.0,
Fe III,1941.63,4030000000.0,D+
Fe II,1941.9856,10800000.0,D+
Fe III,1943.201,1030000000.0,D
Fe III,1943.476,10600000000000.0,
Fe III,1943.476,10600000000000.0,D
Fe III,1943.476,10600000000000.0,C+
Fe III,1943.72,2040000000.0,C
Fe III,1943.957,70100000.0,
Fe II,1944.1185,20600000.0,
Fe I,1945.0912,5000.0,
Fe I,1945.2756,6000.0,
Fe III,1945.339,109000000000.0,C+
Fe II,1945.6601,30200000.0,E
Fe III,1945.721,3020000000.0,D+
Fe I,1946.2277,3000.0,
Fe III,1946.312,1080000000.0,D+
Fe III,1946.763,7090000000.0,C+
Fe I,1946.839,6080.0,
Fe I,1946.9878,409000.0,
Fe II,1946.9972,10600000.0,D+
Fe III,1947.038,50300000.0,D
Fe III,1947.769,10600000.0,
Fe III,1947.915,1080000000.0,D
Fe III,1947.958,20200000.0,
Fe III,1948.16,2040000000.0,
Fe III,1948.276,4040000000.0,B
Fe II,1948.3835,60000000.0,D+
Fe III,1948.6,70200000.0,
Fe II,1948.7783,10800000.0,E
Fe III,1948.831,30900000.0,
Fe I,1949.1425,1090.0,
Fe III,1949.459,7090000000.0,D+
Fe I,1949.6071,3020.0,
Fe III,1949.657,7090000000.0,D+
Fe II,1949.8678,400000.0,
Fe I,1950.2269,103020.0,
Fe III,1950.336,306000000000.0,B
Fe I,1950.646,0.0,
Fe III,1951.006,10600000000000.0,B
Fe II,1951.017,206000.0,
Fe III,1951.33,2040000000.0,
Fe I,1951.5706,202040.0,
Fe III,1952.095,10200000.0,
Fe I,1952.2684,106060.0,
Fe III,1952.343,8000000000.0,D
Fe II,1952.4318,500000.0,E
Fe III,1952.514,4040000000.0,D
Fe I,1952.5885,300090.0,
Fe III,1952.654,105000000000.0,B
Fe I,1953.005,301060.0,
Fe III,1953.194,4040000000.0,D
Fe III,1953.194,4040000000.0,D+
Fe II,1953.21,204000.0,
Fe III,1953.328,105000000000.0,B
Fe III,1953.328,105000000000.0,C+
Fe III,1953.496,101000000000.0,D
Fe III,1953.496,101000000000.0,B
Fe III,1953.496,101000000000.0,D+
Fe III,1953.819,90800000.0,
Fe III,1953.966,4040000000.0,C
Fe III,1954.23,8000000000.0,D+
Fe III,1954.23,8000000000.0,C+
Fe III,1954.537,10200000.0,
Fe III,1954.763,5090000000.0,D
Fe III,1954.763,5090000000.0,D+
Fe II,1954.866,203000.0,
Fe III,1954.982,105000000000.0,B
Fe II,1955.6412,600000.0,D
Fe I,1955.7021,101050.0,
Fe III,1955.71,90800000.0,
Fe II,1955.8602,400000.0,
Fe III,1955.941,1080000000.0,
Fe I,1956.0344,201090.0,
Fe I,1956.0511,201040.0,
Fe III,1956.094,1030000000.0,D
Fe III,1956.596,90800000.0,D
Fe III,1957.137,5090000000.0,D+
Fe III,1957.137,5090000000.0,C
Fe III,1957.378,5090000000.0,C
Fe II,1957.652,203000.0,
Fe I,1957.8427,605000.0,
Fe III,1957.941,8000000000.0,D
Fe II,1958.46,204000.0,
Fe I,1958.569,6050.0,
Fe III,1958.59,200000000000.0,C
Fe I,1958.6085,105080.0,
Fe I,1958.733,5040.0,
Fe III,1958.746,8000000000.0,C
Fe III,1959.027,5090000000.0,C
Fe III,1959.141,30000000.0,D
Fe III,1959.336,105000000000.0,C
Fe III,1959.499,1030000000.0,
Fe III,1959.735,70300000.0,D
Fe III,1960.049,20200000.0,
Fe I,1960.1439,602000.0,
Fe III,1960.157,4040000000.0,D
Fe III,1960.325,10500000000000.0,B
